# This data file was created on Tue Oct 11 16:24:42 2016
# measure GBA 124 with 100V DC bias on "low" with filter
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
1476224703.127291, 295.842, 278.298, 10000.0, 1.2209, 0.00081, 15.0
1476224715.559755, 295.842, 278.298, 1000.0, 1.2223, 0.0009, 15.0
# 
1476224762.094108, 295.842, 278.298, -1, -1, -1, -1
1476224772.484777, 295.842, 278.298, 10000.0, 1.22089, 0.00109, 15.0
1476224784.894844, 295.842, 278.298, 1000.0, 1.2219, -0.0014, 15.0
# 
1476224831.421539, 295.843, 278.299, -1, -1, -1, -1
1476224841.848406, 295.842, 278.299, 10000.0, 1.22087, 0.0008, 15.0
1476224854.268248, 295.843, 278.298, 1000.0, 1.235, 0.012, 15.0
# 
1476224900.755197, 295.843, 278.299, -1, -1, -1, -1
1476224911.181684, 295.843, 278.299, 10000.0, 1.22087, 0.00078, 15.0
1476224923.627004, 295.843, 278.299, 1000.0, 1.222, 0.001, 15.0
# 
1476224970.157474, 295.843, 278.299, -1, -1, -1, -1
1476224980.572679, 295.843, 278.299, 10000.0, 1.22087, 0.0008, 15.0
1476224993.003289, 295.843, 278.299, 1000.0, 1.2225, -0.0018, 15.0
# 
1476225039.533824, 295.843, 278.299, -1, -1, -1, -1
1476225049.965954, 295.844, 278.299, 10000.0, 1.22067, 0.00076, 15.0
1476225062.393873, 295.844, 278.299, 1000.0, 1.224, 0.0, 15.0
# 
1476225108.889515, 295.844, 278.299, -1, -1, -1, -1
1476225119.338975, 295.844, 278.299, 10000.0, 1.2209, 0.00066, 15.0
1476225131.774241, 295.844, 278.299, 1000.0, 1.2247, 0.0, 15.0
# 
1476225178.793869, 295.844, 278.299, -1, -1, -1, -1
1476225189.207324, 295.844, 278.299, 10000.0, 1.22093, 0.00065, 15.0
1476225201.640646, 295.844, 278.299, 1000.0, 1.222, 0.002, 15.0
# AC ON L INPUT
1476225248.637906, 295.844, 278.3, -1, -1, -1, -1
1476225259.041431, 295.844, 278.3, 10000.0, 1.22091, 0.0008, 15.0
1476225271.466576, 295.844, 278.3, 1000.0, 1.223, -0.0001, 15.0
# 
1476225317.994574, 295.845, 278.3, -1, -1, -1, -1
1476225328.418808, 295.845, 278.3, 10000.0, 1.22089, 0.00083, 15.0
1476225340.829913, 295.845, 278.3, 1000.0, 1.222, 0.001, 15.0
# 
1476225387.303247, 295.845, 278.3, -1, -1, -1, -1
1476225397.730408, 295.845, 278.3, 10000.0, 1.220905, 0.000815, 15.0
1476225410.164945, 295.845, 278.3, 1000.0, 1.223, -0.0024, 15.0
# 
1476225456.687946, 295.846, 278.3, -1, -1, -1, -1
1476225467.09353, 295.846, 278.3, 10000.0, 1.22093, 0.00074, 15.0
1476225479.515313, 295.845, 278.301, 1000.0, 1.222, 0.001, 15.0
# 
1476225526.137977, 295.846, 278.301, -1, -1, -1, -1
1476225536.638692, 295.846, 278.301, 10000.0, 1.2206, 0.0007, 15.0
1476225549.168049, 295.846, 278.301, 1000.0, 1.225, 0.012, 15.0
# 
1476225595.903578, 295.846, 278.301, -1, -1, -1, -1
1476225606.375972, 295.846, 278.301, 10000.0, 1.2208, 0.0009, 15.0
1476225618.890342, 295.846, 278.301, 1000.0, 1.2223, 0.0008, 15.0
# 
1476225665.485612, 295.846, 278.301, -1, -1, -1, -1
1476225675.903332, 295.846, 278.301, 10000.0, 1.220872, 0.000765, 15.0
1476225688.322718, 295.846, 278.302, 1000.0, 1.22088, 0.00097, 15.0
# 
1476225734.840934, 295.847, 278.302, -1, -1, -1, -1
1476225745.24916, 295.846, 278.302, 10000.0, 1.220921, 0.000805, 15.0
1476225757.655725, 295.847, 278.302, 1000.0, 1.22156, 0.00102, 15.0
# 
1476225804.199697, 295.847, 278.302, -1, -1, -1, -1
1476225814.620167, 295.847, 278.302, 10000.0, 1.22087, 0.00082, 15.0
1476225827.013316, 295.847, 278.302, 1000.0, 1.2225, 0.0001, 15.0
