# This data file was created on Thu Mar  9 14:56:14 2017
# 100K positive data
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage [V], DC Voltage [V]
# DC bias set to LO
1489096597.705799, 85.0, 75.841, 10000.0, 1.80929, 0.0024246, 15.0, 0.47370867000000005
1489096610.142311, 85.0, 75.832, 1000.0, 1.811399, 0.003198, 15.0, 0.47370867000000005
1489096657.666314, 85.001, 75.828, 100.0, 1.81204, 0.00047, 1.5, 0.47370867000000005
1489096668.092103, 85.0, 75.823, 10000.0, 1.809213, 0.003453, 15.0, 19.137830268000002
1489096680.523636, 85.001, 75.834, 1000.0, 1.811251, 0.014268, 15.0, 19.137830268000002
1489096728.033554, 85.0, 75.839, 100.0, 1.8094, 0.09894, 1.5, 19.145725412500003
1489096738.465415, 85.0, 75.839, 10000.0, 1.809178, 0.006655, 15.0, 38.583571171500004
1489096750.879352, 85.0, 75.843, 1000.0, 1.81122, 0.04494, 15.0, 38.583571171500004
1489096798.3958, 85.0, 75.834, 100.0, 1.8088, 0.4062, 1.5, 38.57567602700001
1489096808.818553, 85.0, 75.84, 10000.0, 1.80918, 0.012332, 15.0, 57.91878005200001
1489096821.234743, 85.0, 75.838, 1000.0, 1.8111, 0.10187, 15.0, 57.91878005200001
1489096868.757452, 85.0, 75.841, 100.0, 1.8097, 0.9577, 0.75, 57.91878005200001
1489096879.241101, 85.001, 75.842, 10000.0, 1.809174, 0.020955, 15.0, 79.29883135800002
1489096891.785983, 85.0, 75.841, 1000.0, 1.8107, 0.1916, 15.0, 79.29883135800002
1489096939.109614, 85.001, 75.838, 100.0, 1.819, 1.853, 0.75, 79.3067265025
1489096949.642346, 85.0, 75.843, 10000.0, 1.809103, 0.0310082, 15.0, 98.74457226150001
1489096962.203197, 85.0, 75.844, 1000.0, 1.8108, 0.2932, 15.0, 98.74457226150001
# 
1489097009.004393, 85.0, 75.845, -1, -1, -1, -1, -1, 98.736677117
1489097019.536956, 85.0, 75.844, 10000.0, 1.809297, 0.0023777, 15.0, 0.47370867000000005
1489097032.070983, 85.0, 75.839, 1000.0, 1.81138, 0.002865, 15.0, 0.47370867000000005
1489097079.911618, 85.0, 75.841, 100.0, 1.81217, 0.000364, 1.5, 0.47370867000000005
1489097090.455524, 85.0, 75.841, 10000.0, 1.809218, 0.003401, 15.0, 19.137830268000002
1489097103.007877, 85.001, 75.841, 1000.0, 1.81122, 0.01322, 15.0, 19.137830268000002
1489097150.864531, 85.0, 75.837, 100.0, 1.81042, 0.09099, 1.5, 19.145725412500003
1489097161.401263, 85.0, 75.836, 10000.0, 1.809184, 0.0066294, 15.0, 38.583571171500004
1489097173.966989, 85.0, 75.839, 1000.0, 1.8109, 0.0457, 15.0, 38.583571171500004
1489097221.797303, 85.0, 75.844, 100.0, 1.8114, 0.3944, 1.5, 38.57567602700001
1489097232.341125, 85.0, 75.842, 10000.0, 1.809157, 0.0123811, 15.0, 57.910884907500005
1489097244.91234, 85.001, 75.843, 1000.0, 1.811, 0.10292, 15.0, 57.91878005200001
1489097292.741925, 85.0, 75.84, 100.0, 1.809, 0.9756, 0.75, 57.910884907500005
1489097303.291549, 85.001, 75.825, 10000.0, 1.809189, 0.020646, 15.0, 79.3067265025
1489097315.867873, 85.0, 75.838, 1000.0, 1.81118, 0.18762, 15.0, 79.29883135800002
# 
