# This data file was created on Thu Mar  9 13:23:36 2017
# 100K positive data
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage [V], DC Voltage [V]
# DC bias set to LO
1489091036.839938, 100.0, 76.033, 10000.0, 1.812005, 0.000599, 15.0, 0.48160381450000006
1489091049.250594, 100.0, 76.033, 1000.0, 1.8126775, 0.00134434, 15.0, 0.48949895900000007
1489091096.776519, 100.0, 76.034, 100.0, 1.8132, 0.000325, 1.5, 0.47370867000000005
1489091107.192924, 100.0, 76.033, 10000.0, 1.811924, 0.001217, 15.0, 19.153620557
1489091119.630057, 100.0, 76.044, 1000.0, 1.812582, 0.007267, 15.0, 19.153620557
1489091167.165, 100.0, 76.033, 100.0, 1.8131, 0.03444, 1.5, 19.153620557
1489091177.586608, 100.0, 76.036, 10000.0, 1.811893, 0.003743, 15.0, 38.59146631600001
1489091190.015666, 99.999, 76.035, 1000.0, 1.81247, 0.03331, 15.0, 38.59146631600001
1489091237.558111, 100.0, 76.032, 100.0, 1.8119, 0.2864, 1.5, 38.583571171500004
1489091247.979144, 100.0, 76.03, 10000.0, 1.81189, 0.0087, 15.0, 57.91878005200001
1489091260.393032, 100.0, 76.031, 1000.0, 1.8122, 0.0836, 15.0, 57.91878005200001
1489091307.918034, 100.0, 76.035, 100.0, 1.809, 0.7131, 1.5, 57.926675196500014
1489091318.337421, 100.0, 76.039, 10000.0, 1.81189, 0.014908, 15.0, 79.31462164700001
1489091330.765218, 100.001, 76.036, 1000.0, 1.8122, 0.1491, 15.0, 79.31462164700001
# 
1489091377.309325, 100.001, 76.039, -1, -1, -1, -1, -1, 79.3067265025
1489091387.738316, 100.0, 76.038, 10000.0, 1.811897, 0.024252, 15.0, 98.74457226150001
1489091400.158367, 100.001, 76.039, 1000.0, 1.812, 0.2422, 15.0, 98.74457226150001
# 
1489091446.685115, 99.999, 76.036, -1, -1, -1, -1, -1, 98.74457226150001
