# This data file was created on Thu Mar  9 14:42:39 2017
# 100K positive data
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage [V], DC Voltage [V]
# DC bias set to LO
1489095779.397712, 85.0, 75.926, 10000.0, 1.809301, 0.002353, 15.0, 0.47370867000000005
1489095791.821718, 84.999, 75.906, 1000.0, 1.811408, 0.002583, 15.0, 0.47370867000000005
1489095839.356247, 84.997, 75.899, 100.0, 1.81202, 0.00022, 1.5, 0.47370867000000005
1489095849.766758, 84.998, 75.908, 10000.0, 1.809205, 0.0033213, 15.0, 19.137830268000002
1489095862.183402, 84.998, 75.902, 1000.0, 1.81121, 0.01269, 15.0, 19.137830268000002
1489095909.735582, 84.999, 75.907, 100.0, 1.81118, 0.07945, 1.5, 19.145725412500003
1489095920.146932, 84.999, 75.879, 10000.0, 1.809173, 0.006328, 15.0, 38.59146631600001
1489095932.563323, 85.0, 75.861, 1000.0, 1.81103, 0.04273, 15.0, 38.583571171500004
1489095980.092938, 84.999, 75.84, 100.0, 1.8088, 0.3663, 1.5, 38.583571171500004
1489095990.521328, 84.999, 75.84, 10000.0, 1.80911, 0.01182, 15.0, 57.91878005200001
1489096002.957223, 84.999, 75.839, 1000.0, 1.8107, 0.098, 15.0, 57.910884907500005
1489096050.493792, 85.0, 75.83, 100.0, 1.807, 0.964, 1.5, 57.926675196500014
1489096060.943726, 84.999, 75.832, 10000.0, 1.80912, 0.0204, 15.0, 79.29883135800002
1489096073.493685, 85.0, 75.831, 1000.0, 1.8104, 0.1851, 15.0, 79.3067265025
# 
1489096120.321473, 85.0, 75.839, -1, -1, -1, -1, -1, 79.3067265025
1489096130.862989, 85.001, 75.835, 10000.0, 1.8091, 0.03029, 15.0, 98.74457226150001
1489096143.425802, 85.001, 75.841, 1000.0, 1.8096, 0.2916, 15.0, 98.736677117
# 
1489096190.253253, 85.0, 75.839, -1, -1, -1, -1, -1, 98.74457226150001
1489096200.791826, 85.0, 75.835, 10000.0, 1.809289, 0.0023849, 15.0, 0.47370867000000005
1489096213.346233, 85.0, 75.843, 1000.0, 1.811415, 0.002784, 15.0, 0.47370867000000005
1489096261.171894, 85.0, 75.836, 100.0, 1.81196, 0.00025, 1.5, 0.4658135255
1489096271.721043, 85.0, 75.833, 10000.0, 1.8092024, 0.0033942, 15.0, 19.137830268000002
1489096284.292011, 85.0, 75.832, 1000.0, 1.81122, 0.0131, 15.0, 19.137830268000002
1489096332.139424, 85.0, 75.834, 100.0, 1.81162, 0.08752, 1.5, 19.137830268000002
1489096342.698236, 84.999, 75.837, 10000.0, 1.80916, 0.006738, 15.0, 38.57567602700001
1489096355.249095, 85.0, 75.841, 1000.0, 1.81087, 0.04607, 15.0, 38.583571171500004
1489096403.067336, 85.0, 75.831, 100.0, 1.80698, 0.40744, 1.5, 38.583571171500004
1489096413.628018, 85.0, 75.831, 10000.0, 1.80916, 0.01231, 15.0, 57.926675196500014
1489096426.199846, 85.0, 75.826, 1000.0, 1.8111, 0.1032, 15.0, 57.91878005200001
1489096474.056176, 85.0, 75.836, 100.0, 1.8005, 0.9939, 0.75, 57.926675196500014
1489096484.622197, 85.0, 75.834, 10000.0, 1.80918, 0.02095, 15.0, 79.3067265025
1489096497.182239, 85.0, 75.837, 1000.0, 1.8108, 0.1917, 15.0, 79.29883135800002
# 
1489096544.489704, 84.999, 75.833, -1, -1, -1, -1, -1, 79.31462164700001
