# This data file was created on Wed Mar 15 13:21:50 2017
# 120K GBA120 -40 to 40V DC bias
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage [V], DC Voltage [V]
# DC bias set to LO
1489605731.672648, 119.992, 76.348, 14000.0, 1.805161, 0.00032, 15.0, 0.5447649705000001
1489605740.994316, 119.992, 76.365, 1400.0, 1.805953, 0.000405, 15.0, 0.5447649705000001
1489605757.444351, 119.992, 76.355, 400.0, 1.8063712, 0.0003167, 6.0, 0.5447649705000001
1489605766.667209, 119.993, 76.359, 14000.0, 1.805162, 0.000306, 15.0, 2.9290986095000004
1489605775.93728, 119.994, 76.359, 1400.0, 1.805964, 0.0004269, 15.0, 2.9290986095000004
1489605792.390719, 119.996, 76.348, 400.0, 1.8063741, 0.0003365, 6.0, 2.9369937540000004
1489605801.564291, 119.996, 76.348, 14000.0, 1.805155, 0.000333, 15.0, 5.447649705
# 
1489605810.603106, 119.996, 76.35, -1, -1, -1, -1, 5.455544849500001
1489605827.036657, 119.997, 76.354, 400.0, 1.80636, 0.0003842, 6.0, 5.447649705
1489605836.277321, 119.998, 76.349, 14000.0, 1.805194, 0.00032, 15.0, 7.958305656
1489605845.615965, 119.998, 76.35, 1400.0, 1.806024, 0.000489, 15.0, 7.958305656
1489605862.059402, 119.998, 76.357, 400.0, 1.8063723, 0.0004781, 6.0, 7.958305656
1489605871.270624, 119.998, 76.348, 14000.0, 1.8052, 0.000335, 15.0, 10.358429584000001
1489605880.567113, 119.998, 76.345, 1400.0, 1.806015, 0.000534, 15.0, 10.3505344395
1489605897.008232, 119.997, 76.355, 400.0, 1.8063722, 0.0005877, 6.0, 10.3663247285
1489605906.198789, 119.997, 76.338, 14000.0, 1.805204, 0.00033, 15.0, 12.884875824
1489605915.483854, 119.998, 76.335, 1400.0, 1.806025, 0.000578, 15.0, 12.8927709685
1489605931.937893, 119.998, 76.343, 400.0, 1.806376, 0.0007884, 6.0, 12.8927709685
1489605941.143377, 119.997, 76.337, 14000.0, 1.805255, 0.000333, 15.0, 15.411322064000002
# 
1489605949.927471, 119.997, 76.332, -1, -1, -1, -1, 15.403426919500001
1489605966.386304, 119.998, 76.334, 400.0, 1.806444, 0.001032, 6.0, 15.411322064000002
1489605975.595438, 119.998, 76.332, 14000.0, 1.805294, 0.000344, 15.0, 17.937768304000002
1489605984.904171, 119.998, 76.34, 1400.0, 1.806124, 0.000761, 15.0, 17.937768304000002
