# This data file was created on Wed Mar 15 12:52:23 2017
# capacitor 2-19; sample GBA120; nitrogen cooldown for more DC measurements
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage [V]
# DC bias set to OFF
1489603959.623493, 215.451, 83.493, 14000.0, 1.794844, 0.000298, 15.0
# 
1489603968.154672, 214.607, 79.303, -1, -1, -1, -1
1489603988.616803, 212.484, 77.57, 400.0, 1.7958372, 0.0003701, 6.0
# 
1489603996.240944, 211.675, 77.534, -1, -1, -1, -1
# 
1489604003.867955, 210.866, 77.506, -1, -1, -1, -1
1489604024.334937, 208.72, 77.445, 400.0, 1.7961568, 0.0003745, 6.0
# 
1489604031.961194, 207.927, 77.413, -1, -1, -1, -1
# 
1489604039.573337, 207.141, 77.398, -1, -1, -1, -1
1489604060.023319, 205.061, 77.327, 400.0, 1.7964816, 0.000371, 6.0
# 
1489604067.647604, 204.293, 77.31, -1, -1, -1, -1
# 
1489604075.27341, 203.524, 77.285, -1, -1, -1, -1
1489604095.720174, 201.494, 77.246, 400.0, 1.7968141, 0.0003627, 6.0
# 
1489604103.325292, 200.751, 77.213, -1, -1, -1, -1
