# This data file was created on Tue Aug 30 15:54:49 2016
# GBA 121 cooldown to test some stuff with dc bias 2
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent
1472594116.855194, 50.038, 44.178, 100.0, 1.302413, 0.002179
1472594121.968744, 50.038, 44.182, 1000.0, 1.297369, 0.0028290000000000004
1472594125.085191, 50.039, 44.185, 10000.0, 1.29193, 0.002549
1472594151.757529, 50.041, 44.209, 100.0, 1.3023708, 0.0022043
1472594156.871967, 50.041, 44.214, 1000.0, 1.297358, 0.002823
1472594159.988107, 50.041, 44.217, 10000.0, 1.291943, 0.0025640000000000003
1472594186.64446, 50.044, 44.24, 100.0, 1.302393, 0.002199
1472594191.758786, 50.044, 44.244, 1000.0, 1.297345, 0.00284
1472594194.874444, 50.045, 44.247, 10000.0, 1.291949, 0.002559
1472594221.54652, 50.047, 44.272, 100.0, 1.302341, 0.0021776
1472594226.644754, 50.048, 44.276, 1000.0, 1.297365, 0.0028330000000000004
1472594229.760955, 50.049, 44.279, 10000.0, 1.291957, 0.002541
1472594256.447546, 50.051, 44.302, 100.0, 1.302385, 0.0021951
1472594261.560313, 50.053, 44.306, 1000.0, 1.297396, 0.002835
1472594264.676147, 50.053, 44.309, 10000.0, 1.291953, 0.0025640000000000003
1472594291.363754, 50.058, 44.332, 100.0, 1.302395, 0.002196
1472594296.493512, 50.058, 44.336, 1000.0, 1.297391, 0.002841
1472594299.609416, 50.059, 44.339, 10000.0, 1.291968, 0.0025510000000000003
1472594326.280643, 50.066, 44.361, 100.0, 1.30239, 0.00219
1472594331.394623, 50.067, 44.365, 1000.0, 1.297429, 0.0028250000000000003
1472594334.510781, 50.068, 44.368, 10000.0, 1.291991, 0.0025670000000000003
1472594361.166224, 50.075, 44.391, 100.0, 1.302391, 0.0022040000000000002
1472594366.280537, 50.077, 44.395, 1000.0, 1.2974261, 0.0028131
1472594369.396518, 50.078, 44.399, 10000.0, 1.291997, 0.0025659999999999997
1472594396.03489, 50.086, 44.422, 100.0, 1.302426, 0.002197
1472594401.148569, 50.087, 44.426, 1000.0, 1.297442, 0.002832
1472594404.264345, 50.088, 44.429, 10000.0, 1.2920003, 0.0025642
1472594430.919034, 50.099, 44.451, 100.0, 1.302427, 0.0021709999999999998
1472594436.032448, 50.1, 44.456, 1000.0, 1.297428, 0.00283
1472594439.147466, 50.102, 44.459, 10000.0, 1.292001, 0.002562
1472594465.828001, 50.113, 44.481, 100.0, 1.30246, 0.002184
1472594470.939445, 50.115, 44.485, 1000.0, 1.297452, 0.0028250000000000003
1472594474.053232, 50.116, 44.488, 10000.0, 1.292027, 0.0025681
1472594500.708676, 50.127, 44.511, 100.0, 1.302497, 0.002196
1472594505.822495, 50.129, 44.515, 1000.0, 1.297476, 0.0028435
1472594508.938786, 50.13, 44.518, 10000.0, 1.292037, 0.002577
1472594535.609546, 50.143, 44.54, 100.0, 1.302468, 0.002218
1472594540.707694, 50.145, 44.544, 1000.0, 1.297509, 0.002832
1472594543.823575, 50.146, 44.547, 10000.0, 1.292052, 0.002584
1472594570.495773, 50.159, 44.572, 100.0, 1.302468, 0.002193
1472594575.609791, 50.161, 44.576, 1000.0, 1.297516, 0.0028420000000000003
1472594578.725596, 50.163, 44.578, 10000.0, 1.29206, 0.002572
1472594605.38083, 50.177, 44.6, 100.0, 1.3025178, 0.0021685
1472594610.493871, 50.18, 44.604, 1000.0, 1.297529, 0.00283
1472594613.60919, 50.181, 44.608, 10000.0, 1.2921, 0.0025499999999999997
1472594640.296234, 50.196, 44.63, 100.0, 1.30254, 0.002147
1472594645.409289, 50.198, 44.633, 1000.0, 1.29793, 0.00282
1472594648.493374, 50.2, 44.636, 10000.0, 1.29244, 0.0024300000000000003
1472594675.17991, 50.215, 44.658, 100.0, 1.30245, 0.00213
1472594680.293616, 50.217, 44.662, 1000.0, 1.297575, 0.0028250000000000003
1472594683.409759, 50.22, 44.664, 10000.0, 1.292101, 0.002597
1472594710.080687, 50.235, 44.687, 100.0, 1.30265, 0.00209
1472594715.209284, 50.237, 44.692, 1000.0, 1.29763, 0.00284
1472594718.340663, 50.239, 44.694, 10000.0, 1.29212, 0.002594
1472594744.978406, 50.255, 44.719, 100.0, 1.302591, 0.002194
