# This data file was created on Tue Aug 30 17:38:55 2016
# GBA 121 cooldown to test some stuff with dc bias 2
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent
1472600363.632999, 50.478, 38.141, 100.0, 1.28894, 0.00231
1472600368.746164, 50.421, 38.112, 1000.0, 1.2839, 0.0029
1472600371.845683, 50.387, 38.094, 10000.0, 1.27848, 0.0029
1472600398.531465, 50.097, 37.959, 100.0, 1.28848, 0.00217
1472600403.661065, 50.042, 37.937, 1000.0, 1.2831, 0.00304
1472600406.776798, 50.008, 37.924, 10000.0, 1.27804, 0.00276
1472600433.446474, 49.733, 37.819, 100.0, 1.28843, 0.0022500000000000003
1472600438.57536, 49.686, 37.799, 1000.0, 1.28358, 0.00282
1472600441.690769, 49.659, 37.788, 10000.0, 1.27778, 0.00264
1472600468.360214, 49.482, 37.698, 100.0, 1.28789, 0.002298
1472600473.457011, 49.461, 37.683, 1000.0, 1.28309, 0.0027
1472600476.572588, 49.451, 37.674, 10000.0, 1.27729, 0.0028
1472600503.255564, 49.432, 37.603, 100.0, 1.28803, 0.00231
1472600508.382533, 49.44, 37.593, 1000.0, 1.28248, 0.0026200000000000004
1472600511.497316, 49.446, 37.586, 10000.0, 1.27747, 0.00275
1472600538.17074, 49.54, 37.535, 100.0, 1.28788, 0.00237
1472600543.281629, 49.563, 37.526, 1000.0, 1.28284, 0.00257
1472600546.39625, 49.578, 37.522, 10000.0, 1.27786, 0.0025499999999999997
1472600573.080128, 49.704, 37.49, 100.0, 1.28818, 0.0023799999999999997
1472600578.205479, 49.729, 37.484, 1000.0, 1.28349, 0.0033
1472600581.31972, 49.743, 37.48, 10000.0, 1.2777, 0.00248
1472600608.004446, 49.854, 37.461, 100.0, 1.28815, 0.00229
1472600613.098986, 49.872, 37.457, 1000.0, 1.28323, 0.00287
1472600616.244133, 49.882, 37.455, 10000.0, 1.27771, 0.00263
1472600642.897268, 49.957, 37.443, 100.0, 1.28824, 0.002375
1472600648.025472, 49.969, 37.441, 1000.0, 1.283, 0.00259
1472600651.140688, 49.976, 37.438, 10000.0, 1.27789, 0.0028
1472600677.814438, 50.015, 37.428, 100.0, 1.28827, 0.00222
1472600682.907482, 50.02, 37.426, 1000.0, 1.2835, 0.0026000000000000003
1472600686.022543, 50.023, 37.425, 10000.0, 1.2781, 0.00242
1472600712.686438, 50.037, 37.42, 100.0, 1.2883, 0.0022
1472600717.795983, 50.039, 37.419, 1000.0, 1.2836, 0.00264
1472600720.893682, 50.04, 37.42, 10000.0, 1.27784, 0.0028
1472600747.569363, 50.038, 37.418, 100.0, 1.28831, 0.00221
1472600752.696939, 50.038, 37.415, 1000.0, 1.28348, 0.00309
1472600755.812377, 50.037, 37.415, 10000.0, 1.27799, 0.00292
1472600782.497935, 50.029, 37.411, 100.0, 1.28838, 0.00216
