# This data file was created on Tue Aug 30 10:31:30 2016
# GBA 121 cooldown to test some stuff with dc bias 2
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent
1472574718.587825, 296.118, 295.388, 100.0, 1.331822, 0.000685
1472574723.70063, 296.118, 295.388, 1000.0, 1.330663, 0.000567
1472574726.815975, 296.119, 295.388, 10000.0, 1.329703, 0.000504
1472574753.484027, 296.119, 295.389, 100.0, 1.331825, 0.0006929999999999999
1472574758.595943, 296.12, 295.39, 1000.0, 1.330673, 0.000569
1472574761.710607, 296.12, 295.39, 10000.0, 1.329677, 0.000505
1472574788.395115, 296.121, 295.39, 100.0, 1.33182, 0.0006861
1472574793.492154, 296.121, 295.391, 1000.0, 1.330692, 0.000566
1472574796.607741, 296.121, 295.391, 10000.0, 1.32969, 0.000493
1472574823.293686, 296.122, 295.392, 100.0, 1.331812, 0.0006889999999999999
1472574828.406119, 296.122, 295.392, 1000.0, 1.330688, 0.000558
1472574831.521751, 296.123, 295.392, 10000.0, 1.329684, 0.0005009999999999999
1472574858.187752, 296.123, 295.393, 100.0, 1.331818, 0.000686
1472574863.30082, 296.123, 295.393, 1000.0, 1.330692, 0.000566
1472574866.432469, 296.124, 295.393, 10000.0, 1.329707, 0.000503
1472574893.085234, 296.125, 295.394, 100.0, 1.331803, 0.000685
1472574898.214059, 296.125, 295.395, 1000.0, 1.330683, 0.0005729999999999999
1472574901.329375, 296.125, 295.394, 10000.0, 1.3296948, 0.0005043
1472574928.010289, 296.126, 295.396, 100.0, 1.331826, 0.0006883999999999999
1472574933.138397, 296.126, 295.395, 1000.0, 1.330693, 0.000565
1472574936.253988, 296.126, 295.396, 10000.0, 1.329707, 0.000504
1472574962.918684, 296.127, 295.397, 100.0, 1.331823, 0.0006879999999999999
1472574968.014444, 296.128, 295.397, 1000.0, 1.330673, 0.0005729999999999999
1472574971.130002, 296.127, 295.397, 10000.0, 1.329709, 0.000498
1472574997.830477, 296.128, 295.398, 100.0, 1.331816, 0.0006824
1472575002.959094, 296.129, 295.398, 1000.0, 1.33067, 0.000566
1472575006.058889, 296.129, 295.398, 10000.0, 1.329684, 0.000511
1472575032.760072, 296.13, 295.399, 100.0, 1.331811, 0.000686
1472575037.874056, 296.13, 295.399, 1000.0, 1.330656, 0.000566
1472575040.973697, 296.13, 295.399, 10000.0, 1.329683, 0.000513
1472575067.65875, 296.131, 295.4, 100.0, 1.331812, 0.000686
1472575072.771681, 296.131, 295.401, 1000.0, 1.330672, 0.0005549999999999999
1472575075.887138, 296.131, 295.401, 10000.0, 1.3296941, 0.0005075
1472575102.573044, 296.133, 295.402, 100.0, 1.3318148, 0.0006910999999999999
1472575107.70195, 296.132, 295.402, 1000.0, 1.33068, 0.000553
1472575110.817474, 296.133, 295.402, 10000.0, 1.329694, 0.000503
1472575137.486829, 296.134, 295.403, 100.0, 1.33181, 0.000696
1472575142.583861, 296.134, 295.403, 1000.0, 1.33062, 0.00056
1472575145.715153, 296.134, 295.403, 10000.0, 1.32976, 0.0005099999999999999
1472575172.384379, 296.135, 295.404, 100.0, 1.331816, 0.000685
1472575177.49713, 296.135, 295.404, 1000.0, 1.330682, 0.000554
1472575180.612641, 296.135, 295.404, 10000.0, 1.329697, 0.000516
1472575207.296899, 296.136, 295.405, 100.0, 1.3317931, 0.0006207999999999999
1472575212.425882, 296.136, 295.406, 1000.0, 1.330662, 0.000551
1472575215.541355, 296.137, 295.405, 10000.0, 1.329687, 0.000505
1472575242.17872, 296.138, 295.407, 100.0, 1.331811, 0.0006529999999999999
1472575247.307689, 296.138, 295.408, 1000.0, 1.33067, 0.000565
1472575250.423202, 296.138, 295.408, 10000.0, 1.329681, 0.000526
1472575277.107932, 296.139, 295.41, 100.0, 1.331807, 0.000643
1472575282.220775, 296.139, 295.41, 1000.0, 1.33069, 0.0005742
1472575285.320432, 296.139, 295.41, 10000.0, 1.329683, 0.000496
1472575311.973049, 296.14, 295.413, 100.0, 1.33181, 0.0006327999999999999
1472575317.070171, 296.14, 295.414, 1000.0, 1.330651, 0.000565
1472575320.185866, 296.141, 295.414, 10000.0, 1.329697, 0.000513
1472575346.854839, 296.142, 295.418, 100.0, 1.331811, 0.0006309999999999999
1472575351.967886, 296.142, 295.419, 1000.0, 1.330657, 0.000538
1472575355.0833, 296.142, 295.419, 10000.0, 1.329683, 0.000505
1472575381.723919, 296.144, 295.425, 100.0, 1.331788, 0.000614
1472575386.846792, 296.143, 295.426, 1000.0, 1.330692, 0.000547
1472575389.95882, 296.144, 295.426, 10000.0, 1.329711, 0.000534
1472575416.648829, 296.145, 295.433, 100.0, 1.3318043, 0.0006259
1472575421.76204, 296.145, 295.434, 1000.0, 1.33068, 0.000581
1472575424.877529, 296.145, 295.435, 10000.0, 1.329683, 0.0005059999999999999
1472575451.546306, 296.147, 295.441, 100.0, 1.331795, 0.0006141
1472575456.642949, 296.147, 295.442, 1000.0, 1.330664, 0.000545
1472575459.774503, 296.147, 295.443, 10000.0, 1.329709, 0.000486
1472575486.471641, 296.149, 295.45, 100.0, 1.3317989, 0.0006058
1472575491.584411, 296.149, 295.451, 1000.0, 1.330709, 0.000574
1472575494.684258, 296.15, 295.452, 10000.0, 1.329709, 0.000494
1472575521.335069, 296.151, 295.46, 100.0, 1.331812, 0.000681
1472575526.464116, 296.151, 295.461, 1000.0, 1.33069, 0.000578
1472575529.57998, 296.152, 295.462, 10000.0, 1.32968, 0.00049
1472575556.258049, 296.154, 295.469, 100.0, 1.331807, 0.000685
1472575561.370739, 296.154, 295.471, 1000.0, 1.330676, 0.000574
1472575564.501849, 296.155, 295.471, 10000.0, 1.329688, 0.000513
1472575591.171415, 296.156, 295.478, 100.0, 1.331824, 0.000694
1472575596.284095, 296.157, 295.478, 1000.0, 1.33066, 0.000601
1472575599.399797, 296.157, 295.478, 10000.0, 1.329671, 0.000547
1472575626.085149, 296.159, 295.481, 100.0, 1.3318239, 0.0006941
1472575631.213847, 296.16, 295.481, 1000.0, 1.33064, 0.0005409999999999999
1472575634.329225, 296.16, 295.481, 10000.0, 1.32969, 0.000516
1472575661.014588, 296.162, 295.463, 100.0, 1.331807, 0.0006879999999999999
1472575666.12753, 296.163, 295.45, 1000.0, 1.330667, 0.000549
1472575669.24319, 296.163, 295.439, 10000.0, 1.329684, 0.000508
1472575695.91236, 296.162, 295.262, 100.0, 1.331469, 0.000625
1472575701.025275, 296.161, 295.164, 1000.0, 1.33009, 0.00058
1472575704.156359, 296.161, 295.084, 10000.0, 1.329124, 0.00052
1472575730.84196, 296.144, 293.651, 100.0, 1.331299, 0.0006439999999999999
1472575735.954851, 296.136, 293.2, 1000.0, 1.3306, 0.00056
1472575739.070062, 296.131, 292.894, 10000.0, 1.329145, 0.0005099999999999999
1472575765.740164, 296.048, 289.411, 100.0, 1.331808, 0.0006929999999999999
1472575770.853137, 296.023, 288.599, 1000.0, 1.33071, 0.000578
1472575773.984812, 296.006, 288.089, 10000.0, 1.329126, 0.000504
1472575800.653729, 295.811, 283.354, 100.0, 1.331813, 0.0006857
1472575805.750504, 295.763, 282.394, 1000.0, 1.330663, 0.00058
1472575808.866342, 295.732, 281.806, 10000.0, 1.329674, 0.0004919999999999999
1472575835.551835, 295.407, 276.679, 100.0, 1.3317906, 0.0006777999999999999
1472575840.664693, 295.333, 275.694, 1000.0, 1.330124, 0.000531
1472575843.780367, 295.286, 275.09, 10000.0, 1.329119, 0.000494
1472575870.46556, 294.831, 269.96, 100.0, 1.331203, 0.0006686
1472575875.578574, 294.732, 268.986, 1000.0, 1.330101, 0.000557
1472575878.69388, 294.67, 268.396, 10000.0, 1.32967, 0.000518
1472575905.347316, 294.091, 263.415, 100.0, 1.3312, 0.0006446
1472575910.455149, 293.969, 262.484, 1000.0, 1.330043, 0.000552
1472575913.56817, 293.894, 261.915, 10000.0, 1.329073, 0.000499
1472575940.232008, 293.201, 257.084, 100.0, 1.331133, 0.0006355999999999999
1472575945.329281, 293.059, 256.181, 1000.0, 1.33002, 0.000554
1472575948.444308, 292.971, 255.63, 10000.0, 1.329053, 0.00048499999999999997
1472575975.129024, 292.174, 251.0, 100.0, 1.3310752, 0.0006446
1472575980.241625, 292.013, 250.13, 1000.0, 1.330504, 0.000558
1472575983.325774, 291.915, 249.612, 10000.0, 1.329557, 0.000477
1472576009.998685, 291.026, 245.201, 100.0, 1.331557, 0.000637
1472576015.127941, 290.848, 244.374, 1000.0, 1.33046, 0.0005409999999999999
1472576018.243657, 290.737, 243.873, 10000.0, 1.32958, 0.000496
1472576044.948631, 289.763, 239.636, 100.0, 1.33094, 0.000615
1472576050.078252, 289.569, 238.841, 1000.0, 1.33008, 0.0005
1472576053.194465, 289.45, 238.361, 10000.0, 1.328942, 0.000473
1472576079.867544, 288.402, 234.328, 100.0, 1.33087, 0.0006101
1472576084.981472, 288.195, 233.58, 1000.0, 1.32985, 0.0005
1472576088.081243, 288.068, 233.123, 10000.0, 1.328912, 0.000474
1472576114.770877, 286.956, 229.299, 100.0, 1.330869, 0.000543
1472576119.900225, 286.735, 228.58, 1000.0, 1.329765, 0.000496
1472576123.015886, 286.601, 228.147, 10000.0, 1.328874, 0.00047
1472576149.705493, 285.429, 224.473, 100.0, 1.330702, 0.000565
1472576154.818936, 285.2, 223.783, 1000.0, 1.3302, 0.00049
1472576157.93487, 285.059, 223.366, 10000.0, 1.328819, 0.00046699999999999997
1472576184.624126, 283.833, 219.873, 100.0, 1.330687, 0.0005409999999999999
1472576189.737558, 283.593, 219.217, 1000.0, 1.330184, 0.000461
1472576192.853732, 283.447, 218.821, 10000.0, 1.3292696, 0.0004476
1472576219.542958, 282.179, 215.499, 100.0, 1.331045, 0.000512
1472576224.672677, 281.932, 214.875, 1000.0, 1.329535, 0.00047099999999999996
1472576227.788244, 281.779, 214.499, 10000.0, 1.328676, 0.000452
1472576254.477661, 280.471, 211.316, 100.0, 1.330803, 0.000432
1472576259.591361, 280.217, 210.716, 1000.0, 1.330007, 0.00046199999999999995
1472576262.707009, 280.063, 210.352, 10000.0, 1.32915, 0.000448
1472576289.411774, 278.724, 207.301, 100.0, 1.330303, 0.0005242000000000001
1472576294.541402, 278.465, 206.723, 1000.0, 1.3299019, 0.000464
1472576297.657089, 278.307, 206.382, 10000.0, 1.32898, 0.0003
1472576324.442867, 276.936, 203.457, 100.0, 1.3307219, 0.0005113
1472576329.572755, 276.672, 202.91, 1000.0, 1.329817, 0.00047099999999999996
1472576332.704504, 276.508, 202.579, 10000.0, 1.3289988, 0.0004378
1472576359.441957, 275.118, 199.801, 100.0, 1.330081, 0.0005036999999999999
1472576364.572383, 274.85, 199.279, 1000.0, 1.329192, 0.00044899999999999996
1472576367.688394, 274.686, 198.965, 10000.0, 1.3289045, 0.0004302
1472576394.409363, 273.279, 196.284, 100.0, 1.3305362, 0.0004871
1472576399.539006, 273.008, 195.778, 1000.0, 1.329641, 0.000457
1472576402.670905, 272.843, 195.473, 10000.0, 1.328829, 0.0004273
1472576429.408373, 271.423, 192.898, 100.0, 1.3304243, 0.00048469999999999996
1472576434.537807, 271.15, 192.415, 1000.0, 1.329551, 0.000444
1472576437.653617, 270.984, 192.123, 10000.0, 1.328741, 0.0004161
1472576464.391392, 269.555, 189.664, 100.0, 1.330315, 0.000473
1472576469.521209, 269.281, 189.202, 1000.0, 1.329468, 0.000416
