# This data file was created on Mon Mar 27 13:40:16 2017
# 
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage [V], DC Voltage [V]
# DC bias set to LO
1490643640.325282, 300.0, 297.901, 14000.0, 1.69359, 0.0001, 15.0, 0.552660115
1490643651.63765, 300.0, 297.902, 1400.0, 1.694093, 0.000168, 15.0, 0.5605552595000001
1490643669.954876, 300.0, 297.901, 400.0, 1.6942972, 0.00021, 6.0, 0.5447649705000001
1490643676.989002, 300.0, 297.902, 14000.0, 1.69363, 8e-05, 15.0, 5.471335138500001
1490643688.272495, 300.0, 297.902, 1400.0, 1.694084, 0.000152, 15.0, 5.455544849500001
1490643706.606254, 300.0, 297.902, 400.0, 1.6943027, 0.0002098, 6.0, 5.463439994000001
1490643713.677105, 300.0, 297.902, 14000.0, 1.69359, 0.00013, 15.0, 10.374219873000001
1490643724.953499, 300.0, 297.902, 1400.0, 1.694104, 0.000153, 15.0, 10.374219873000001
1490643743.269702, 300.0, 297.902, 400.0, 1.6943049, 0.0002112, 6.0, 10.374219873000001
1490643750.34148, 300.0, 297.902, 14000.0, 1.69371, 0.00022, 15.0, 15.411322064000002
1490643761.621911, 300.0, 297.902, 1400.0, 1.694077, 0.000168, 15.0, 15.419217208500003
1490643779.924515, 300.0, 297.902, 400.0, 1.694316, 0.0002148, 6.0, 15.419217208500003
1490643786.946036, 300.0, 297.902, 14000.0, 1.69359, 0.00021, 15.0, 20.353682521000003
1490643798.242301, 300.0, 297.902, 1400.0, 1.694123, 0.000171, 15.0, 20.353682521000003
1490643816.560845, 300.0, 297.902, 400.0, 1.6943364, 0.0002167, 6.0, 20.353682521000003
1490643823.595383, 300.0, 297.902, 14000.0, 1.69363, 0.00017, 15.0, 25.438155579000004
1490643834.892942, 300.0, 297.902, 1400.0, 1.694139, 0.0001652, 15.0, 25.430260434500003
1490643853.226646, 300.0, 297.902, 400.0, 1.6943483, 0.0002146, 6.0, 25.4144701455
1490643860.263928, 299.999, 297.902, 14000.0, 1.69392, 0.00011, 15.0, 30.309459735500006
1490643871.576052, 300.0, 297.903, 1400.0, 1.694139, 0.000164, 15.0, 30.317354880000003
1490643889.906878, 300.0, 297.902, 400.0, 1.6943594, 0.0002158, 6.0, 30.309459735500006
1490643896.927846, 300.0, 297.903, 14000.0, 1.69369, 0.00021, 15.0, 35.39393279350001
1490643908.243201, 300.0, 297.903, 1400.0, 1.694171, 0.000164, 15.0, 35.39393279350001
1490643926.684571, 300.0, 297.903, 400.0, 1.6943699, 0.0002145, 6.0, 35.401827938000004
1490643933.851438, 300.0, 297.903, 14000.0, 1.69375, 6e-05, 15.0, 40.344188395
1490643945.283816, 300.0, 297.903, 1400.0, 1.694157, 0.000166, 15.0, 40.336293250500006
1490643963.757065, 300.0, 297.903, 400.0, 1.6943686, 0.000215, 6.0, 40.35208353950001
1490643970.912206, 300.0, 297.903, 14000.0, 1.693889, 0.00024, 15.0, 45.404976019500005
1490643982.350002, 300.0, 297.903, 1400.0, 1.694163, 0.0001711, 15.0, 45.41287116400001
1490644000.787047, 300.0, 297.903, 400.0, 1.6943719, 0.0002136, 6.0, 45.404976019500005
1490644007.899933, 300.0, 297.903, 14000.0, 1.69379, 0.00025, 15.0, 50.33154618750001
1490644019.349165, 300.0, 297.903, 1400.0, 1.694164, 0.000159, 15.0, 50.33154618750001
1490644037.836667, 300.0, 297.903, 400.0, 1.6943649, 0.0002121, 6.0, 50.323651043000005
1490644045.02569, 300.0, 297.903, 14000.0, 1.693734, 7.7e-05, 15.0, 55.439704679
1490644056.480381, 300.0, 297.903, 1400.0, 1.69415, 0.0001704, 15.0, 55.439704679
1490644074.967639, 300.0, 297.903, 400.0, 1.6943626, 0.0002123, 6.0, 55.447599823500006
1490644082.101631, 300.0, 297.903, 14000.0, 1.69398, 0.00016, 15.0, 60.42154085850001
1490644093.508901, 300.0, 297.904, 1400.0, 1.694162, 0.000164, 15.0, 60.42154085850001
1490644111.954817, 300.0, 297.904, 400.0, 1.6943512, 0.0002133, 6.0, 60.42154085850001
1490644119.072927, 300.0, 297.904, 14000.0, 1.69384, 6e-05, 15.0, 60.42154085850001
1490644130.471647, 300.0, 297.904, 1400.0, 1.694142, 0.000169, 15.0, 60.41364571400001
1490644148.93241, 300.0, 297.904, 400.0, 1.6943418, 0.0002083, 6.0, 60.42154085850001
1490644156.083325, 300.0, 297.904, 14000.0, 1.69375, 0.00025, 15.0, 55.45549496800001
1490644167.489112, 300.0, 297.904, 1400.0, 1.694125, 0.000176, 15.0, 55.447599823500006
1490644185.98718, 300.0, 297.904, 400.0, 1.6943382, 0.0002116, 6.0, 55.447599823500006
1490644193.072819, 300.0, 297.904, 14000.0, 1.69395, 0.00015, 15.0, 50.339441332
1490644204.529075, 300.0, 297.904, 1400.0, 1.694117, 0.000166, 15.0, 50.33154618750001
1490644222.971269, 300.0, 297.904, 400.0, 1.694329, 0.0002106, 6.0, 50.33154618750001
1490644230.106892, 300.0, 297.904, 14000.0, 1.6939, 6e-05, 15.0, 45.420766308500006
