# This data file was created on Wed Mar  8 12:56:38 2017
# capacitor 2-19, sample GBA120, nitrogen cool down part 2... Frequencies: 100Hz, 1000Hz, 10000Hz
Time [s], Temperature A [K], Temperature B [K], Capacitance [pF], Loss tangent, Voltage, Frequency [Hz], Time [s], Temperature A [K], Temperature B [K], Capacitance [pF], Loss tangent, Voltage, Frequency [Hz], Time [s], Temperature A [K], Temperature B [K], Capacitance [pF], Loss tangent, Voltage, Frequency [Hz]
1488921270.310874, 93.212000000000003, 76.186999999999998, 1.766229, 0.00016899999999999999, 1.5, 100, 1488921222.779783, 94.009, 76.189999999999998, 1.7659910000000001, 0.00016200000000000001, 15.0, 1000, 1488921210.3474159, 94.224000000000004, 76.177000000000007, 1.7656080000000001, 0.00033, 15.0, 10000
1488921340.636852, 92.102000000000004, 76.183000000000007, 1.76624, 0.00012799999999999999, 1.5, 100, 1488921293.1396849, 92.841999999999999, 76.176000000000002, 1.7659461000000001, 0.0001662, 15.0, 1000, 1488921280.719352, 93.043000000000006, 76.180999999999997, 1.7655449999999999, 0.00037300000000000001, 15.0, 10000
1488921411.018894, 91.069999999999993, 76.179000000000002, 1.766154, 0.000154, 1.5, 100, 1488921363.4906051, 91.757999999999996, 76.192999999999998, 1.7658990000000001, 0.00017200000000000001, 15.0, 1000, 1488921351.0636649, 91.944000000000003, 76.188000000000002, 1.7654696000000001, 0.00041110000000000002, 15.0, 10000
1488921481.4211681, 90.111000000000004, 76.161000000000001, 1.76614, 0.000165, 1.5, 100, 1488921433.8812959, 90.751000000000005, 76.162999999999997, 1.7658510000000001, 0.00017699999999999999, 15.0, 1000, 1488921421.4275899, 90.924999999999997, 76.170000000000002, 1.765395, 0.00046230000000000002, 15.0, 10000
1488921551.808475, 89.209000000000003, 76.159000000000006, 1.76614, 0.00013300000000000001, 1.5, 100, 1488921504.2469349, 89.811999999999998, 76.156000000000006, 1.7657959000000001, 0.00018349999999999999, 15.0, 1000, 1488921491.8295071, 89.974999999999994, 76.150000000000006, 1.765306, 0.00051440000000000004, 15.0, 10000
1488921622.1690221, 88.373999999999995, 76.156000000000006, 1.765987, 0.00013799999999999999, 1.5, 100, 1488921574.6460879, 88.930000000000007, 76.153999999999996, 1.765728, 0.000194, 15.0, 1000, 1488921562.224576, 89.081999999999994, 76.155000000000001, 1.7652080000000001, 0.00057600000000000001, 15.0, 10000
1488921692.5331631, 87.602000000000004, 76.150000000000006, 1.765916, 0.000125, 1.5, 100, 1488921645.0129271, 88.117000000000004, 76.149000000000001, 1.7656829999999999, 0.00020269999999999999, 15.0, 1000, 1488921632.5937209, 88.254999999999995, 76.156000000000006, 1.7650918, 0.00064110000000000002, 15.0, 10000
1488921762.917959, 86.891000000000005, 76.144000000000005, 1.7658929999999999, 0.00014100000000000001, 1.5, 100, 1488921715.392998, 87.364999999999995, 76.149000000000001, 1.7656339999999999, 0.000213, 15.0, 1000, 1488921702.9630561, 87.492999999999995, 76.150999999999996, 1.7649820000000001, 0.00070299999999999996, 15.0, 10000
1488921833.274246, 86.236000000000004, 76.194999999999993, 1.765811, 0.00016100000000000001, 1.5, 100, 1488921785.7482319, 86.671999999999997, 76.140000000000001, 1.765577, 0.000223, 15.0, 1000, 1488921773.340308, 86.789000000000001, 76.149000000000001, 1.7648649999999999, 0.00076820000000000002, 15.0, 10000
1488921903.6435349, 85.637, 76.200999999999993, 1.7657389999999999, 0.00016200000000000001, 1.5, 100, 1488921856.1146791, 86.036000000000001, 76.194999999999993, 1.7655257, 0.00023609999999999999, 15.0, 1000, 1488921843.685113, 86.144000000000005, 76.194999999999993, 1.764743, 0.00083850000000000005, 15.0, 10000
