# This data file was created on Tue Oct  4 14:32:44 2016
# GBA 124 in Dessert Cryo
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent
1475613173.85901, 14.619, 112.0, 10000.0, 1.221, 0.018
# +112.000E+0+112.000E+0+014.650E+0AC ON L INPUT
1475613222.506247, 112.001, 112.0, -1, -1, -1
# 
1475613263.671773, 112.0, 14.638, -1, -1, -1
1475613271.88385, 112.0, 14.661, 10000.0, 1.220461, 0.003898
# +111.999E+0+111.999E+0+014.696E+0L TO GND SHORT
1475613313.704021, 111.999, 111.999, -1, -1, -1
# 
1475613354.8468, 112.001, 14.679, -1, -1, -1
1475613363.073785, 112.0, 14.656, 10000.0, 1.22039, 0.01616
1475613405.547025, 112.0, 112.0, 1000.0, 1.2212, 0.1681
1475613482.135639, 112.0, 112.0, 100.0, 1.232, 1.184
1475613536.079575, 110.801, 110.798, 10000.0, 1.22032, 0.01433
1475613602.800794, 105.596, 105.592, 1000.0, 1.221, 0.125
1475613690.873153, 99.861, 99.858, 100.0, 1.217, 0.961
1475613758.742564, 93.389, 93.385, 10000.0, 1.21952, 0.01066
# +089.421E+0+089.421E+0+089.419E+0+089.417E+0+012.942E+0L TO GND SHORT
1475613830.60696, 89.425, 89.423, -1, -1, -1
1475613887.952379, 87.666, 87.663, 100.0, 1.221, 0.623
1475613937.009026, 84.358, 84.356, 10000.0, 1.21844, 0.00906
# +081.422E+0+081.419E+0+081.419E+0+012.363E+0L TO GND SHORT
1475613997.259239, 81.424, 81.424, -1, -1, -1
1475614048.034925, 79.645, 79.642, 100.0, 1.225, 0.651
1475614090.776953, 76.7, 76.698, 10000.0, 1.216, 0.00975
# +073.828E+0+073.828E+0+073.826E+0+011.793E+0L TO GND SHORT
1475614150.510338, 73.833, 73.831, -1, -1, -1
1475614200.764216, 72.072, 72.07, 100.0, 1.224, 1.059
1475614244.537276, 69.035, 69.033, 10000.0, 1.21308, 0.010228
# +066.135E+0+066.135E+0+066.132E+0+011.218E+0L TO GND SHORT
1475614304.279464, 66.14, 66.137, -1, -1, -1
1475614354.41472, 64.36, 64.357, 100.0, 1.22, 0.525
1475614397.655499, 61.379, 61.376, 10000.0, 1.210924, 0.008907
# +058.510E+0+058.510E+0+058.508E+0+010.707E+0L TO GND SHORT
1475614457.387202, 58.515, 58.513, -1, -1, -1
1475614509.082945, 56.693, 56.69, 100.0, 1.216, 1.018
1475614551.82892, 53.687, 53.685, 10000.0, 1.20903, 0.01315
# +050.765E+0+050.762E+0+050.762E+0+010.178E+0L TO GND SHORT
1475614611.83296, 50.767, 50.767, -1, -1, -1
1475614661.973515, 48.988, 48.985, 100.0, 1.208, 0.453
1475614704.945267, 46.039, 46.037, 10000.0, 1.207403, 0.006101
1475614764.574753, 43.163, 43.16, 1000.0, 1.2077, 0.0637
1475614846.032611, 39.857, 39.854, 100.0, 1.203, 0.485
1475614907.048922, 35.964, 35.962, 10000.0, 1.205709, 0.008507
1475614979.61713, 32.477, 32.474, 1000.0, 1.206, 0.1285
1475615068.465408, 28.961, 28.959, 100.0, 1.195, 1.1698
1475615134.825807, 24.94, 24.939, 10000.0, 1.20509, 0.01392
1475615207.380005, 22.287, 22.287, 1000.0, 1.205206, 0.000319
1475615296.200184, 20.714, 20.713, 100.0, 1.208, 0.0
1475615363.300107, 19.933, 19.933, 10000.0, 1.2048323, 0.0002574
1475615435.329341, 19.672, 19.672, 1000.0, 1.205073, 0.000285
1475615522.695485, 19.531, 19.531, 100.0, 1.199, 0.003
1475615583.984894, 19.435, 19.435, 10000.0, 1.204825, 0.000247
1475615655.732402, 19.375, 19.375, 1000.0, 1.205064, 0.000279
1475615743.478596, 19.329, 19.329, 100.0, 1.206, -0.002
1475615803.186013, 19.29, 19.29, 10000.0, 1.2048327, 0.0002511
1475615868.890404, 19.259, 19.259, 1000.0, 1.205075, 0.000276
1475615952.397642, 20.293, 20.295, 100.0, 1.205058, 0.000121
1475616016.631991, 24.152, 24.155, 10000.0, 1.2050722, 0.0002963
1475616089.433242, 27.688, 27.691, 1000.0, 1.205642, 0.0004
1475616173.1872, 31.333, 31.336, 100.0, 1.20611, 0.00036
1475616237.673625, 35.489, 35.491, 10000.0, 1.205901, 0.000484
1475616310.203625, 39.058, 39.061, 1000.0, 1.207142, 0.000685
1475616393.991499, 42.698, 42.701, 100.0, 1.20861, 0.00062
1475616457.663766, 46.564, 46.566, 10000.0, 1.2075198, 0.000791
1475616531.066566, 50.233, 50.235, 1000.0, 1.209612, 0.000936
1475616620.913985, 54.217, 54.219, 100.0, 1.21201, 0.00117
1475616691.438777, 58.437, 58.44, 10000.0, 1.210207, 0.0010785
1475616763.952775, 61.949, 61.952, 1000.0, 1.213183, 0.001571
1475616847.455373, 65.606, 65.609, 100.0, 1.21743, 0.001367
1475616911.940048, 69.517, 69.52, 10000.0, 1.213386, 0.001658
1475616984.201465, 73.027, 73.029, 1000.0, 1.217927, 0.00161
1475617068.631697, 76.662, 76.664, 100.0, 1.21947, 0.00046
1475617139.431053, 76.814, 76.812, 10000.0, 1.216125, 0.001915
1475617211.43502, 72.425, 72.422, 1000.0, 1.217658, 0.001673
1475617294.94326, 67.986, 67.983, 100.0, 1.21803, 0.00119
1475617358.913711, 64.05, 64.048, 10000.0, 1.211627, 0.001294
1475617431.708536, 60.738, 60.738, 1000.0, 1.212649, 0.00146
1475617514.985, 57.252, 57.25, 100.0, 1.212885, 0.001339
1475617578.981849, 53.365, 53.363, 10000.0, 1.208955, 0.000954
1475617651.514856, 49.805, 49.802, 1000.0, 1.209456, 0.000929
1475617735.316681, 46.21, 46.207, 100.0, 1.20927, 0.00064
1475617799.804263, 42.318, 42.315, 10000.0, 1.20674, 0.000662
1475617872.61483, 38.785, 38.782, 1000.0, 1.207049, 0.000676
1475617957.195237, 35.194, 35.192, 100.0, 1.206767, 0.000424
1475618027.720198, 31.025, 31.025, 10000.0, 1.205443, 0.000389
1475618101.214152, 27.6, 27.6, 1000.0, 1.205572, 0.000386
1475618190.619328, 24.008, 24.008, 100.0, 1.20516, 0.000157
1475618260.906949, 21.453, 21.453, 10000.0, 1.204855, 0.000268
1475618332.665049, 20.44, 20.44, 1000.0, 1.205074, 0.000283
1475618415.979196, 19.976, 19.976, 100.0, 1.20498, 0.000104
