# This data file was created on Fri Apr  7 11:01:42 2017
# Chip ID: 2-06... Sample: GBA131 in parabar cycled... recycle... Frequencies: 400Hz, 1400Hz, 12000Hz
Time [s], Temperature A [K], Temperature B [K], Capacitance [pF], Loss tangent, Voltage [V], Frequency [Hz], Time [s], Temperature A [K], Temperature B [K], Capacitance [pF], Loss tangent, Voltage [V], Frequency [Hz], Time [s], Temperature A [K], Temperature B [K], Capacitance [pF], Loss tangent, Voltage [V], Frequency [Hz]
1491583452.092006, 300.0, 300.0, 2.0287354, 0.00032419000000000003, 6.0, 400, 1491583435.139149, 300.0, 299.99900000000002, 2.0282741, 0.00031809999999999998, 15.0, 1400, 1491583425.1775849, 300.0, 300.0, 2.0274399999999999, 0.000408, 15.0, 12000
1491583485.742141, 300.0, 300.0, 2.0287389999999998, 0.00032440000000000002, 6.0, 400, 1491583468.7877109, 300.0, 300.0, 2.0282849999999999, 0.00031399999999999999, 15.0, 1400, 1491583458.3114319, 300.0, 300.0, 2.0274200000000002, 0.00040999999999999999, 15.0, 12000
1491583518.5806029, 300.0, 300.0, 2.0287407000000002, 0.00032551999999999999, 6.0, 400, 1491583501.891216, 300.0, 300.0, 2.0282735999999999, 0.0003168, 15.0, 1400, 1491583491.9401031, 300.0, 299.99900000000002, 2.0274559999999999, 0.00040700000000000003, 15.0, 12000
1491583552.6797719, 299.99900000000002, 299.99799999999999, 2.0287438999999998, 0.00032454000000000001, 6.0, 400, 1491583535.2314229, 299.99900000000002, 299.99900000000002, 2.0282900000000001, 0.00031500000000000001, 15.0, 1400, 1491583524.788522, 299.99900000000002, 300.0, 2.0274040000000002, 0.00040900000000000002, 15.0, 12000
1491583586.3364291, 299.98000000000002, 299.97800000000001, 2.0287499000000002, 0.00032641000000000001, 6.0, 400, 1491583568.859875, 299.99299999999999, 299.99299999999999, 2.0282789999999999, 0.00031700000000000001, 15.0, 1400, 1491583558.3999729, 299.99700000000001, 299.99700000000001, 2.0274390000000002, 0.00039399999999999998, 15.0, 12000
1491583622.7688341, 299.92099999999999, 299.91699999999997, 2.0287519999999999, 0.00032382999999999999, 6.0, 400, 1491583605.782167, 299.95299999999997, 299.94999999999999, 2.028292, 0.00032140000000000001, 15.0, 1400, 1491583628.998363, 299.90899999999999, 299.90499999999997, 2.0274290000000001, 0.00041399999999999998, 15.0, 12000
1491583655.3863471, 299.858, 299.85500000000002, 2.0287611700000001, 0.00032496000000000001, 6.0, 400, 1491583638.964572, 299.88799999999998, 299.88499999999999, 2.028292, 0.00032400000000000001, 15.0, 1400, 1491583661.606873, 299.84800000000001, 299.84500000000003, 2.0274610000000002, 0.00039500000000000001, 15.0, 12000
1491583688.4715731, 299.81700000000001, 299.81599999999997, 2.0287655999999998, 0.00032410000000000002, 6.0, 400, 1491583671.553973, 299.834, 299.83199999999999, 2.0283009999999999, 0.00031399999999999999, 15.0, 1400, 1491583694.199784, 299.81400000000002, 299.81299999999999, 2.027434, 0.0004124, 15.0, 12000
1491583721.741245, 299.81400000000002, 299.815, 2.0287639, 0.00032469999999999998, 6.0, 400, 1491583704.7121079, 299.81099999999998, 299.81099999999998, 2.0283000000000002, 0.00032400000000000001, 15.0, 1400, 1491583727.501446, 299.81799999999998, 299.81799999999998, 2.0274529999999999, 0.000408, 15.0, 12000
1491583755.0325179, 299.70699999999999, 299.68200000000002, 2.0287627000000001, 0.00032372999999999999, 6.0, 400, 1491583738.0190921, 299.82400000000001, 299.82499999999999, 2.028302, 0.00031260000000000001, 15.0, 1400, 1491583761.3021951, 299.61000000000001, 299.584, 2.0274549999999998, 0.00040499999999999998, 15.0, 12000
1491583788.8519931, 299.161, 299.13299999999998, 2.0288181000000001, 0.0003235, 6.0, 400, 1491583771.8328071, 299.44200000000001, 299.416, 2.0283129999999998, 0.00031300000000000002, 15.0, 1400, 1491583795.145649, 299.05500000000001, 299.02600000000001, 2.0275180000000002, 0.00042000000000000002, 15.0, 12000
1491583822.650049, 298.572, 298.54199999999997, 2.0288841999999998, 0.00032194, 6.0, 400, 1491583805.1358559, 298.88299999999998, 298.85300000000001, 2.028381, 0.00031700000000000001, 15.0, 1400, 1491583828.4087901, 298.46699999999998, 298.43599999999998, 2.0275400000000001, 0.000406, 15.0, 12000
1491583855.8929689, 297.95499999999998, 297.92399999999998, 2.0289559000000001, 0.00032000000000000003, 6.0, 400, 1491583838.3944261, 298.28300000000002, 298.25200000000001, 2.0284559999999998, 0.00031799999999999998, 15.0, 1400, 1491583861.6618719, 297.84500000000003, 297.81299999999999, 2.02766, 0.00041399999999999998, 15.0, 12000
1491583888.678139, 297.31700000000001, 297.28300000000002, 2.0290322000000001, 0.00032015, 6.0, 400, 1491583871.65011, 297.65100000000001, 297.61900000000003, 2.0285310000000001, 0.00032279999999999999, 15.0, 1400, 1491583894.4488449, 297.20100000000002, 297.16800000000001, 2.027739, 0.00042400000000000001, 15.0, 12000
1491583922.497052, 296.62900000000002, 296.596, 2.0291165000000002, 0.00031807, 6.0, 400, 1491583904.992548, 296.98899999999998, 296.95499999999998, 2.0286140000000001, 0.0003188, 15.0, 1400, 1491583928.7529609, 296.50099999999998, 296.46600000000001, 2.0278040000000002, 0.00042299999999999998, 15.0, 12000
1491583956.3403449, 295.92399999999998, 295.887, 2.029207, 0.00031651999999999998, 6.0, 400, 1491583939.2601531, 296.28199999999998, 296.24799999999999, 2.0286979999999999, 0.00032200000000000002, 15.0, 1400, 1491583962.092355, 295.80000000000001, 295.76600000000002, 2.0278890000000001, 0.000435, 15.0, 12000
1491583990.1249061, 295.20100000000002, 295.16500000000002, 2.0293017, 0.00031536999999999998, 6.0, 400, 1491583972.6144731, 295.577, 295.54000000000002, 2.0287931000000001, 0.00032249999999999998, 15.0, 1400, 1491583995.8640251, 295.077, 295.041, 2.0279829999999999, 0.00044719999999999997, 15.0, 12000
1491584023.3842289, 294.48700000000002, 294.45100000000002, 2.0293969999999999, 0.0003144, 6.0, 400, 1491584005.863601, 294.863, 294.82600000000002, 2.0288849999999998, 0.00032600000000000001, 15.0, 1400, 1491584029.1641979, 294.36399999999998, 294.32799999999997, 2.0280819999999999, 0.00045399999999999998, 15.0, 12000
1491584056.576014, 293.78500000000003, 293.75099999999998, 2.029493, 0.00031290000000000002, 6.0, 400, 1491584039.115576, 294.15199999999999, 294.11799999999999, 2.0289920000000001, 0.00032170000000000001, 15.0, 1400, 1491584062.267832, 293.666, 293.63299999999998, 2.028159, 0.00044799999999999999, 15.0, 12000
1491584090.5296681, 293.08800000000002, 293.05399999999997, 2.0295931999999999, 0.0003124, 6.0, 400, 1491584073.0903831, 293.44299999999998, 293.40899999999999, 2.0290849999999998, 0.000328, 15.0, 1400, 1491584096.2245109, 292.97399999999999, 292.94, 2.0282469999999999, 0.000464, 15.0, 12000
