# This data file was created on Tue Mar 14 14:30:43 2017
# 85K GBA120 -20 to 20V DC bias
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage [V], DC Voltage [V]
# DC bias set to LO
1489523465.339856, 85.0, 75.943, 10000.0, 1.803347, 0.001883, 15.0, 0.5289746815
1489523477.767041, 85.0, 75.942, 1000.0, 1.805219, 0.00053, 15.0, 0.5368698260000001
1489523525.298224, 85.001, 75.941, 100.0, 1.80571, 0.00024, 1.5, 0.5447649705000001
1489523535.720413, 85.001, 75.938, 10000.0, 1.803338, 0.0018807, 15.0, 2.9369937540000004
1489523548.143752, 85.0, 75.941, 1000.0, 1.805222, 0.000539, 15.0, 2.9290986095000004
1489523595.682246, 85.0, 75.941, 100.0, 1.80578, 0.00028, 1.5, 2.9369937540000004
1489523606.094487, 85.0, 75.944, 10000.0, 1.803344, 0.0018814, 15.0, 5.455544849500001
1489523618.542344, 85.0, 75.939, 1000.0, 1.805219, 0.000562, 15.0, 5.447649705
1489523666.083209, 85.0, 75.94, 100.0, 1.80564, 0.0002, 1.5, 5.455544849500001
1489523676.527909, 85.001, 75.943, 10000.0, 1.803353, 0.0018842, 15.0, 7.966200800500001
1489523688.944037, 85.0, 75.943, 1000.0, 1.805223, 0.000589, 15.0, 7.966200800500001
1489523736.469675, 85.0, 75.94, 100.0, 1.80535, 0.00031, 1.5, 7.974095945000001
1489523746.907229, 85.0, 75.943, 10000.0, 1.803362, 0.0018836, 15.0, 10.358429584000001
1489523759.34169, 85.0, 75.94, 1000.0, 1.8052247, 0.0006349, 15.0, 10.3663247285
1489523806.903475, 85.0, 75.944, 100.0, 1.80556, 0.0009, 1.5, 10.3663247285
1489523817.333565, 85.0, 75.944, 10000.0, 1.8033775, 0.0018903, 15.0, 12.884875824
1489523829.76183, 85.001, 75.941, 1000.0, 1.805245, 0.000694, 15.0, 12.900666113
1489523877.286327, 85.0, 75.942, 100.0, 1.80579, 0.00123, 1.5, 12.900666113
1489523887.714893, 85.0, 75.939, 10000.0, 1.8034, 0.0019002, 15.0, 15.403426919500001
1489523900.147061, 85.0, 75.941, 1000.0, 1.805278, 0.000757, 15.0, 15.411322064000002
1489523947.68953, 84.999, 75.94, 100.0, 1.80553, 0.00156, 1.5, 15.403426919500001
1489523958.11833, 85.0, 75.934, 10000.0, 1.803458, 0.001904, 15.0, 17.9298731595
1489523970.554075, 84.999, 75.931, 1000.0, 1.805348, 0.0008326, 15.0, 17.9298731595
1489524018.098411, 85.0, 75.938, 100.0, 1.80576, 0.00235, 1.5, 17.937768304000002
1489524028.520696, 85.0, 75.937, 10000.0, 1.8035, 0.00192, 15.0, 20.337892232
1489524040.936643, 85.0, 75.94, 1000.0, 1.805382, 0.000929, 15.0, 20.353682521000003
1489524088.476935, 85.0, 75.937, 100.0, 1.80574, 0.00306, 1.5, 20.345787376500002
1489524098.907502, 85.0, 75.941, 10000.0, 1.803519, 0.001921, 15.0, 20.3299970875
1489524111.344937, 85.0, 75.938, 1000.0, 1.8053982, 0.0009334, 15.0, 20.3299970875
1489524158.865904, 85.0, 75.938, 100.0, 1.806, 0.00314, 1.5, 20.322101943
1489524169.290973, 85.0, 75.939, 10000.0, 1.803517, 0.001912, 15.0, 17.9140828705
1489524181.708232, 85.0, 75.937, 1000.0, 1.805384, 0.000838, 15.0, 17.9140828705
1489524229.241183, 85.0, 75.938, 100.0, 1.80584, 0.00208, 1.5, 17.921978015
1489524239.683316, 85.0, 75.941, 10000.0, 1.8035092, 0.0019062, 15.0, 15.403426919500001
1489524252.106597, 85.0, 75.941, 1000.0, 1.805374, 0.0007639, 15.0, 15.387636630500001
1489524299.652393, 85.0, 75.938, 100.0, 1.80579, 0.00172, 1.5, 15.395531775000002
1489524310.07669, 85.0, 75.943, 10000.0, 1.803497, 0.001903, 15.0, 12.884875824
1489524322.500942, 85.0, 75.942, 1000.0, 1.805366, 0.000696, 15.0, 12.884875824
1489524370.060625, 85.0, 75.942, 100.0, 1.80581, 0.00108, 1.5, 12.876980679500003
1489524380.482335, 85.0, 75.938, 10000.0, 1.803492, 0.0018967, 15.0, 10.342639295000001
1489524392.918319, 85.0, 75.938, 1000.0, 1.805353, 0.000631, 15.0, 10.3505344395
1489524440.547895, 85.0, 75.936, 100.0, 1.80593, 0.000751, 1.5, 10.342639295000001
