# This data file was created on Tue Mar 14 14:30:34 2017
# capacitor 2-19; sample GBA120; nitrogen precool for 100K and 85K DC bias experiments... Frequencies: 100Hz, 1000Hz, 10000Hz
Time [s], Temperature A [K], Temperature B [K], Capacitance [pF], Loss tangent, Voltage [V], Frequency [Hz], Time [s], Temperature A [K], Temperature B [K], Capacitance [pF], Loss tangent, Voltage [V], Frequency [Hz], Time [s], Temperature A [K], Temperature B [K], Capacitance [pF], Loss tangent, Voltage [V], Frequency [Hz]
1489521655.5552361, 96.813000000000002, 75.933000000000007, 1.8070390000000001, 0.000328, 1.5, 100, 1489521608.010087, 97.885999999999996, 75.935000000000002, 1.8065420000000001, 0.00034099999999999999, 15.0, 1000, 1489521595.6027, 98.177000000000007, 75.938999999999993, 1.8059700000000001, 0.00046000000000000001, 15.0, 10000
1489521725.9196849, 95.334999999999994, 75.932000000000002, 1.806988, 0.00030800000000000001, 1.5, 100, 1489521678.403707, 96.319000000000003, 75.929000000000002, 1.806473, 0.00033990000000000002, 15.0, 1000, 1489521665.9815841, 96.584999999999994, 75.930999999999997, 1.8058764, 0.00051150000000000002, 15.0, 10000
1489521796.3257289, 93.959999999999994, 75.924999999999997, 1.80687, 0.00031399999999999999, 1.5, 100, 1489521748.768018, 94.879999999999995, 75.927999999999997, 1.806386, 0.00034200000000000002, 15.0, 1000, 1489521736.329932, 95.126000000000005, 75.929000000000002, 1.8057729, 0.00057810000000000001, 15.0, 10000
1489521866.716439, 92.688000000000002, 75.930999999999997, 1.8067359999999999, 0.00025399999999999999, 1.5, 100, 1489521819.1979401, 93.534999999999997, 75.921999999999997, 1.8063, 0.00034699999999999998, 15.0, 1000, 1489521806.7590239, 93.765000000000001, 75.924000000000007, 1.8056509999999999, 0.00065200000000000002, 15.0, 10000
1489521937.0874181, 91.516000000000005, 75.927999999999997, 1.8066800000000001, 0.00029799999999999998, 1.5, 100, 1489521889.5488341, 92.298000000000002, 75.929000000000002, 1.8062079, 0.00035349999999999997, 15.0, 1000, 1489521877.140506, 92.509, 75.930000000000007, 1.8055030000000001, 0.00074470000000000005, 15.0, 10000
1489522007.4809639, 90.435000000000002, 75.924000000000007, 1.8065500000000001, 0.00025099999999999998, 1.5, 100, 1489521959.950165, 91.155000000000001, 75.921999999999997, 1.806095, 0.00037300000000000001, 15.0, 1000, 1489521947.5224221, 91.349999999999994, 75.926000000000002, 1.8053439, 0.00084480000000000004, 15.0, 10000
1489522077.967695, 89.432000000000002, 75.921000000000006, 1.806351, 0.00026699999999999998, 1.5, 100, 1489522030.3413661, 90.103999999999999, 75.920000000000002, 1.8059989999999999, 0.00038029999999999997, 15.0, 1000, 1489522017.9136219, 90.283000000000001, 75.918999999999997, 1.8051699999999999, 0.00095839999999999999, 15.0, 10000
1489522148.3899519, 88.501000000000005, 75.921999999999997, 1.806206, 0.00020900000000000001, 1.5, 100, 1489522100.8423989, 89.119, 75.924000000000007, 1.8058989999999999, 0.00039530000000000001, 15.0, 1000, 1489522088.4151199, 89.287000000000006, 75.924999999999997, 1.8049805999999999, 0.0010813000000000001, 15.0, 10000
1489522218.750165, 87.647999999999996, 75.920000000000002, 1.8060700000000001, 0.00027599999999999999, 1.5, 100, 1489522171.2277319, 88.215999999999994, 75.923000000000002, 1.8057964, 0.00041530000000000001, 15.0, 1000, 1489522158.8067689, 88.370000000000005, 75.921999999999997, 1.804756, 0.0012110000000000001, 15.0, 10000
1489522289.1393039, 86.866, 75.917000000000002, 1.806011, 0.00022800000000000001, 1.5, 100, 1489522241.585839, 87.387, 75.921999999999997, 1.8056019999999999, 0.00043100000000000001, 15.0, 1000, 1489522229.166012, 87.528999999999996, 75.923000000000002, 1.804416, 0.0013406, 15.0, 10000
1489522359.513483, 86.149000000000001, 75.921999999999997, 1.805909, 0.00021499999999999999, 1.5, 100, 1489522311.987514, 86.625, 75.915000000000006, 1.8055032, 0.00045849999999999998, 15.0, 1000, 1489522299.570859, 86.754999999999995, 75.918000000000006, 1.8041799999999999, 0.0014816, 15.0, 10000
1489522429.923718, 85.492999999999995, 75.911000000000001, 1.805766, 0.00022499999999999999, 1.5, 100, 1489522382.3829989, 85.930000000000007, 75.924000000000007, 1.8054129999999999, 0.00048700000000000002, 15.0, 1000, 1489522369.94855, 86.048000000000002, 75.930000000000007, 1.8039118000000001, 0.0016199000000000001, 15.0, 10000
1489522500.5079589, 84.893000000000001, 75.929000000000002, 1.8057570000000001, 0.00021499999999999999, 1.5, 100, 1489522452.7864709, 85.292000000000002, 75.915000000000006, 1.8053060000000001, 0.00051000000000000004, 15.0, 1000, 1489522440.3519149, 85.400999999999996, 75.915000000000006, 1.8036319000000001, 0.0017588, 15.0, 10000
1489522571.4747519, 84.816999999999993, 75.921000000000006, 1.8057129999999999, 0.00020699999999999999, 1.5, 100, 1489522523.617584, 84.751999999999995, 75.923000000000002, 1.8052330000000001, 0.00053600000000000002, 15.0, 1000, 1489522511.0627091, 84.816999999999993, 75.929000000000002, 1.803356, 0.0018898000000000001, 15.0, 10000
1489522642.4150181, 85.033000000000001, 75.918000000000006, 1.8057700000000001, 0.000243, 1.5, 100, 1489522594.5518191, 84.921000000000006, 75.923000000000002, 1.8052379999999999, 0.00053850000000000002, 15.0, 1000, 1489522582.002847, 84.866, 75.917000000000002, 1.8033110000000001, 0.0019076, 15.0, 10000
1489522713.3661339, 85.012, 75.920000000000002, 1.805768, 0.00025700000000000001, 1.5, 100, 1489522665.5292339, 85.037000000000006, 75.918999999999997, 1.8052459999999999, 0.0005285, 15.0, 1000, 1489522652.979465, 85.037999999999997, 75.918999999999997, 1.803385, 0.0018753000000000001, 15.0, 10000
1489522784.285718, 84.992999999999995, 75.918000000000006, 1.8056300000000001, 0.00028699999999999998, 1.5, 100, 1489522736.4582679, 85.001000000000005, 75.918999999999997, 1.805164, 0.00052999999999999998, 15.0, 1000, 1489522723.9075589, 85.006, 75.915000000000006, 1.8032945, 0.0018642000000000001, 15.0, 10000
1489522855.2285559, 84.998999999999995, 75.920000000000002, 1.8056490000000001, 0.000223, 1.5, 100, 1489522807.4056339, 84.994, 75.918000000000006, 1.805158, 0.00052899999999999996, 15.0, 1000, 1489522794.8434501, 84.992999999999995, 75.915999999999997, 1.803283, 0.0018764999999999999, 15.0, 10000
1489522926.2272911, 85.0, 75.924000000000007, 1.80565, 0.00024000000000000001, 1.5, 100, 1489522878.386121, 85.001000000000005, 75.918999999999997, 1.805158, 0.0005285, 15.0, 1000, 1489522865.793705, 85.0, 75.917000000000002, 1.803283, 0.0018771, 15.0, 10000
1489522997.193804, 84.998999999999995, 75.918000000000006, 1.80562, 0.00023699999999999999, 1.5, 100, 1489522949.3317189, 85.0, 75.920000000000002, 1.8051539999999999, 0.00052899999999999996, 15.0, 1000, 1489522936.7714391, 85.001000000000005, 75.918999999999997, 1.8032760000000001, 0.0018732, 15.0, 10000
1489523068.1974709, 85.0, 75.912000000000006, 1.805634, 0.00022800000000000001, 1.5, 100, 1489523020.335088, 85.0, 75.915000000000006, 1.805158, 0.00052999999999999998, 15.0, 1000, 1489523007.7538681, 85.0, 75.915000000000006, 1.803283, 0.0018753999999999999, 15.0, 10000
1489523139.147651, 85.0, 75.921000000000006, 1.80555, 0.00030299999999999999, 1.5, 100, 1489523091.3123381, 85.0, 75.915999999999997, 1.805161, 0.00053399999999999997, 15.0, 1000, 1489523078.751899, 85.0, 75.917000000000002, 1.8032859000000001, 0.0018793, 15.0, 10000
1489523210.0994279, 85.0, 75.909999999999997, 1.805547, 0.00027300000000000002, 1.5, 100, 1489523162.2651839, 85.0, 75.918999999999997, 1.805159, 0.000531, 15.0, 1000, 1489523149.6921461, 85.001000000000005, 75.918999999999997, 1.8032820000000001, 0.0018793, 15.0, 10000
1489523281.017452, 85.0, 75.920000000000002, 1.805642, 0.00023599999999999999, 1.5, 100, 1489523233.196234, 85.0, 75.914000000000001, 1.805158, 0.00052999999999999998, 15.0, 1000, 1489523220.649852, 84.998999999999995, 75.914000000000001, 1.8032779999999999, 0.0018798, 15.0, 10000
1489523351.9358051, 85.0, 75.918000000000006, 1.805674, 0.00028699999999999998, 1.5, 100, 1489523304.110641, 84.998999999999995, 75.924999999999997, 1.805145, 0.00053600000000000002, 15.0, 1000, 1489523291.550173, 85.0, 75.921999999999997, 1.8032820000000001, 0.0018776000000000001, 15.0, 10000
