# This data file was created on Wed Mar 29 12:56:46 2017
# 
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage [V], DC Voltage [V]
# DC bias set to LO
1490813830.19176, 50.01, 23.677, 12000.0, 1.694727, 0.00071, 15.0, 0.4973941035
1490813841.474829, 50.012, 23.698, 1400.0, 1.6965177, 0.0008089, 15.0, 0.5052892480000001
1490813859.801105, 50.013, 23.706, 400.0, 1.6976091, 0.00077974, 6.0, 0.521079537
1490813866.824566, 50.013, 23.743, 12000.0, 1.694676, 0.000696, 15.0, 5.455544849500001
1490813878.104434, 50.012, 23.79, 1400.0, 1.696507, 0.000802, 15.0, 5.463439994000001
1490813896.454965, 50.016, 23.83, 400.0, 1.69760891, 0.0007818, 6.0, 5.463439994000001
1490813903.461189, 50.016, 23.843, 12000.0, 1.694726, 0.000708, 15.0, 10.358429584000001
1490813914.733232, 50.015, 23.893, 1400.0, 1.69651, 0.0008078, 15.0, 10.382115017500002
1490813933.081427, 50.015, 23.923, 400.0, 1.6976166, 0.0007805, 6.0, 10.374219873000001
1490813940.109635, 50.016, 23.923, 12000.0, 1.694724, 0.0007014, 15.0, 15.419217208500003
1490813951.416741, 50.016, 23.941, 1400.0, 1.696504, 0.000808, 15.0, 15.411322064000002
1490813969.734079, 50.015, 23.987, 400.0, 1.697614, 0.0007824, 6.0, 15.419217208500003
1490813976.776032, 50.014, 24.021, 12000.0, 1.694734, 0.000689, 15.0, 20.361577665500004
1490813988.085574, 50.015, 24.033, 1400.0, 1.69653, 0.000806, 15.0, 20.353682521000003
1490814006.384265, 50.016, 24.091, 400.0, 1.6976111, 0.0007815, 6.0, 20.353682521000003
1490814013.411022, 50.017, 24.104, 12000.0, 1.694724, 0.0007, 15.0, 25.422365290000005
1490814024.701213, 50.016, 24.13, 1400.0, 1.696498, 0.000808, 15.0, 25.430260434500003
1490814043.002253, 50.016, 24.174, 400.0, 1.6976144, 0.0007826, 6.0, 25.438155579000004
1490814050.024456, 50.017, 24.185, 12000.0, 1.6946981, 0.0006998, 15.0, 30.309459735500006
1490814061.30239, 50.016, 24.216, 1400.0, 1.696513, 0.000807, 15.0, 30.317354880000003
1490814079.651608, 50.016, 24.271, 400.0, 1.6976095, 0.0007799, 6.0, 30.309459735500006
1490814086.644235, 50.016, 24.262, 12000.0, 1.69472, 0.00068, 15.0, 35.39393279350001
1490814097.932904, 50.017, 24.294, 1400.0, 1.696529, 0.0008, 15.0, 35.386037649
1490814116.363792, 50.016, 24.311, 400.0, 1.6976112, 0.0007813, 6.0, 35.401827938000004
1490814123.451412, 50.015, 24.365, 12000.0, 1.69467, 0.000721, 15.0, 40.336293250500006
1490814134.811712, 50.016, 24.397, 1400.0, 1.696508, 0.000806, 15.0, 40.336293250500006
1490814153.305798, 50.015, 24.416, 400.0, 1.6976126, 0.0007818, 6.0, 40.344188395
