# This data file was created on Wed Mar 29 11:47:04 2017
# 
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage [V], DC Voltage [V]
# DC bias set to LO
1490809647.662781, 50.112, 12.256, 12000.0, 1.696129, 0.000716, 15.0, 0.5289746815
1490809658.940412, 50.105, 12.239, 1400.0, 1.698022, 0.000789, 15.0, 0.5368698260000001
1490809677.262865, 50.088, 12.26, 400.0, 1.6990601, 0.0007701, 6.0, 0.5368698260000001
1490809684.307515, 50.08, 12.282, 12000.0, 1.696149, 0.000732, 15.0, 5.447649705
1490809695.589296, 50.068, 12.209, 1400.0, 1.6979565, 0.0007998, 15.0, 5.447649705
1490809713.899418, 50.049, 12.231, 400.0, 1.6990149, 0.0007713, 6.0, 5.447649705
1490809720.879852, 50.044, 12.283, 12000.0, 1.69608, 0.000747, 15.0, 10.3505344395
1490809732.201049, 50.037, 12.194, 1400.0, 1.697609, 0.0008062, 15.0, 10.358429584000001
1490809750.543046, 50.026, 12.225, 400.0, 1.6986655, 0.0007714, 6.0, 10.3505344395
1490809757.524339, 50.023, 12.219, 12000.0, 1.695728, 0.000719, 15.0, 15.403426919500001
1490809768.818411, 50.019, 12.189, 1400.0, 1.697558, 0.0008052, 15.0, 15.403426919500001
1490809787.147223, 50.012, 12.206, 400.0, 1.6986246, 0.0007732, 6.0, 15.403426919500001
1490809794.142587, 50.011, 12.196, 12000.0, 1.69569, 0.000726, 15.0, 20.337892232
1490809805.470762, 50.008, 12.194, 1400.0, 1.697505, 0.000813, 15.0, 20.3299970875
1490809823.760054, 50.006, 12.185, 400.0, 1.6985909, 0.0007723, 6.0, 20.337892232
1490809830.793456, 50.005, 12.128, 12000.0, 1.695644, 0.000712, 15.0, 25.4144701455
1490809842.082725, 50.004, 12.166, 1400.0, 1.697507, 0.000811, 15.0, 25.4144701455
1490809860.440487, 50.001, 12.134, 400.0, 1.6985525, 0.00077328, 6.0, 25.4144701455
1490809867.426252, 50.002, 12.159, 12000.0, 1.6956, 0.000722, 15.0, 30.293669446500004
1490809878.699727, 50.002, 12.196, 1400.0, 1.697448, 0.000817, 15.0, 30.309459735500006
1490809897.011127, 50.001, 12.158, 400.0, 1.6985338, 0.0007756, 6.0, 30.293669446500004
1490809904.009178, 50.001, 12.118, 12000.0, 1.69559, 0.000723, 15.0, 35.386037649
1490809915.32192, 49.999, 12.147, 1400.0, 1.6974234, 0.0008045, 15.0, 35.386037649
1490809933.712413, 49.999, 12.086, 400.0, 1.6985037, 0.00077533, 6.0, 35.39393279350001
1490809940.778751, 49.999, 12.166, 12000.0, 1.695529, 0.000721, 15.0, 40.320502961500004
1490809952.18559, 49.999, 12.125, 1400.0, 1.6974032, 0.0008105, 15.0, 40.328398106
1490809970.672678, 49.998, 12.193, 400.0, 1.6984766, 0.0007763, 6.0, 40.328398106
1490809977.74504, 49.999, 12.169, 12000.0, 1.695537, 0.000702, 15.0, 45.3891857305
1490809989.146236, 49.998, 12.105, 1400.0, 1.697368, 0.000809, 15.0, 45.3733954415
1490810007.606936, 49.999, 12.109, 400.0, 1.6984474, 0.0007766, 6.0, 45.39708087500001
1490810014.730033, 49.998, 12.083, 12000.0, 1.695541, 0.000716, 15.0, 50.3157558985
1490810026.130602, 49.998, 12.143, 1400.0, 1.697313, 0.000815, 15.0, 50.3157558985
1490810044.592395, 49.999, 12.104, 400.0, 1.6984236, 0.0007777, 6.0, 50.299965609500006
1490810051.71653, 49.999, 12.059, 12000.0, 1.69547, 0.000735, 15.0, 55.42391439000001
1490810063.140282, 49.998, 12.076, 1400.0, 1.697321, 0.000811, 15.0, 55.42391439000001
1490810081.574064, 49.998, 12.101, 400.0, 1.698411, 0.0007764, 6.0, 55.4160192455
1490810088.700728, 49.998, 12.052, 12000.0, 1.695503, 0.00072, 15.0, 60.38996028050001
1490810100.092414, 49.998, 12.067, 1400.0, 1.697313, 0.0008037, 15.0, 60.40575056950001
1490810118.559847, 49.999, 12.122, 400.0, 1.6983977, 0.0007774, 6.0, 60.397855425
1490810125.631927, 50.0, 12.064, 12000.0, 1.69551, 0.000717, 15.0, 60.397855425
1490810137.031261, 49.999, 12.06, 1400.0, 1.697318, 0.000813, 15.0, 60.397855425
1490810155.484678, 49.999, 12.064, 400.0, 1.502, 0.021, 6.0, 60.41364571400001
1490810162.634138, 49.999, 12.092, 12000.0, 1.695499, 0.000719, 15.0, 55.42391439000001
1490810174.060638, 49.999, 12.072, 1400.0, 1.6974, 0.00096, 15.0, 55.42391439000001
# EXCESS NOISE
1490810192.383201, 50.001, 12.118, -1, -1, -1, -1, 55.4160192455
1490810199.508113, 50.001, 12.089, 12000.0, 0.0749, 0.001, 15.0, 50.307860754000004
1490810210.783411, 50.001, 12.052, 1400.0, 0.076, -0.0047, 15.0, 50.307860754000004
1490810229.128753, 49.999, 12.05, 400.0, 0.213, 0.08, 6.0, 50.307860754000004
1490810236.250686, 49.999, 12.017, 12000.0, 0.0754279, 0.000178, 15.0, 45.381290586000006
1490810247.549615, 49.999, 12.033, 1400.0, 0.0752, 0.0, 15.0, 45.3891857305
1490810265.891612, 49.999, 12.066, 400.0, 0.074782, 0.0015, 6.0, 45.3891857305
1490810272.873712, 50.0, 12.047, 12000.0, 0.075, 0.0, 15.0, 40.320502961500004
1490810284.19969, 50.0, 11.993, 1400.0, 0.074267, 0.0, 15.0, 40.320502961500004
1490810302.48992, 50.0, 12.1, 400.0, 0.074288, 0.0001, 6.0, 40.320502961500004
1490810309.459372, 49.999, 12.126, 12000.0, 0.07448, 0.0, 15.0, 35.378142504500005
1490810320.749205, 50.0, 12.075, 1400.0, 0.07437, 0.0, 15.0, 35.378142504500005
1490810339.110822, 49.999, 12.053, 400.0, 0.074023, 8e-05, 6.0, 35.378142504500005
1490810346.090326, 50.0, 12.046, 12000.0, 0.07401, 0.0, 15.0, 30.293669446500004
1490810357.383415, 49.999, 11.987, 1400.0, 0.07398, 0.0, 15.0, 30.293669446500004
1490810375.690791, 49.999, 12.042, 400.0, 0.0738531, 9.4e-05, 6.0, 30.293669446500004
1490810382.642881, 49.999, 12.053, 12000.0, 0.07369, 0.0003, 15.0, 25.406575001000004
1490810393.936792, 49.999, 12.025, 1400.0, 0.07378, 0.0001, 15.0, 25.422365290000005
1490810412.244265, 50.0, 12.023, 400.0, 0.0737146, 6.3e-05, 6.0, 25.406575001000004
1490810419.243558, 49.999, 12.029, 12000.0, 0.07364, 0.0, 15.0, 20.322101943
1490810430.554252, 49.999, 12.024, 1400.0, 0.0735, 0.0, 15.0, 20.337892232
1490810448.897649, 49.999, 12.026, 400.0, 0.0736158, 8e-05, 6.0, 20.337892232
1490810455.875593, 50.0, 11.984, 12000.0, 0.07345, 0.0004, 15.0, 15.403426919500001
1490810467.136232, 49.999, 12.074, 1400.0, 0.07354, 0.0, 15.0, 15.395531775000002
1490810485.445621, 50.0, 12.01, 400.0, 0.0735343, 7.7e-05, 6.0, 15.403426919500001
