# This data file was created on Wed Nov 16 17:13:34 2016
# GBA 124; -100V, 60K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479341634.51232, 59.064, 40.932, 10000.0, 1.280697, 0.001175, 15.0
1479341646.966294, 59.118, 41.029, 1000.0, 1.283013, 0.001564, 15.0
1479341694.499524, 59.492, 41.223, 100.0, 1.286653, 0.002078, 1.5
1479341704.932345, 59.578, 41.264, 10000.0, 1.2808346, 0.0011934, 15.0
1479341717.357227, 59.67, 41.282, 1000.0, 1.283261, 0.001624, 15.0
1479341764.905217, 59.926, 41.298, 100.0, 1.2870148, 0.0021007, 1.5
1479341775.345697, 59.96, 41.295, 10000.0, 1.28098, 0.001215, 15.0
1479341787.775124, 59.992, 41.288, 1000.0, 1.283449, 0.0016619, 15.0
1479341835.326014, 60.047, 41.253, 100.0, 1.287203, 0.002095, 1.5
1479341845.746198, 60.05, 41.243, 10000.0, 1.281018, 0.001221, 15.0
1479341858.18101, 60.049, 41.232, 1000.0, 1.283496, 0.001673, 15.0
1479341905.714785, 60.031, 41.168, 100.0, 1.287217, 0.002087, 1.5
1479341916.144852, 60.027, 41.155, 10000.0, 1.281003, 0.00122, 15.0
1479341928.571613, 60.02, 41.137, 1000.0, 1.2834792, 0.0016699, 15.0
1479341976.143231, 60.001, 41.064, 100.0, 1.287182, 0.00208, 1.5
1479341986.652197, 59.998, 41.049, 10000.0, 1.280992, 0.001216, 15.0
1479341999.190346, 59.995, 41.032, 1000.0, 1.283459, 0.001667, 15.0
1479342046.812258, 59.989, 40.967, 100.0, 1.28717, 0.00209, 1.5
1479342057.229398, 59.987, 40.954, 10000.0, 1.28099, 0.0012152, 15.0
1479342069.645761, 59.987, 40.941, 1000.0, 1.283451, 0.001666, 15.0
1479342117.193026, 59.988, 40.885, 100.0, 1.287176, 0.002101, 1.5
1479342127.643596, 59.988, 40.876, 10000.0, 1.280988, 0.001219, 15.0
1479342140.093605, 59.989, 40.867, 1000.0, 1.2834451, 0.001664, 15.0
1479342187.636432, 59.992, 40.824, 100.0, 1.28712, 0.002106, 1.5
1479342198.072244, 59.991, 40.814, 10000.0, 1.280988, 0.001213, 15.0
1479342210.509633, 59.993, 40.801, 1000.0, 1.283449, 0.001664, 15.0
1479342258.016878, 59.993, 40.762, 100.0, 1.287169, 0.002088, 1.5
1479342268.435065, 59.994, 40.754, 10000.0, 1.280986, 0.001215, 15.0
1479342280.835859, 59.994, 40.743, 1000.0, 1.283443, 0.001666, 15.0
