# This data file was created on Wed Nov 16 13:22:02 2016
# GBA 124; -60V, 80K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479327739.50091, 79.994, 55.601, 10000.0, 1.291888, 0.001904, 15.0
1479327751.946991, 79.994, 55.558, 1000.0, 1.293965, 0.000607, 15.0
1479327799.459261, 79.994, 55.388, 100.0, 1.294384, 0.000214, 1.5
1479327809.91384, 79.994, 55.352, 10000.0, 1.291876, 0.001908, 15.0
1479327822.380293, 79.994, 55.308, 1000.0, 1.293958, 0.0006097, 15.0
1479327869.929007, 79.994, 55.143, 100.0, 1.294362, 0.0002426, 1.5
1479327880.367408, 79.995, 55.106, 10000.0, 1.291881, 0.001913, 15.0
1479327892.817927, 79.995, 55.056, 1000.0, 1.2939565, 0.0006095, 15.0
1479327940.327262, 79.995, 54.898, 100.0, 1.294378, 0.000233, 1.5
1479327950.77263, 79.995, 54.867, 10000.0, 1.291863, 0.001917, 15.0
1479327963.225716, 79.995, 54.829, 1000.0, 1.293951, 0.0006086, 15.0
1479328010.786093, 79.994, 54.686, 100.0, 1.294354, 0.000226, 1.5
1479328021.212313, 79.994, 54.655, 10000.0, 1.2918591, 0.0019176, 15.0
1479328033.713535, 79.994, 54.619, 1000.0, 1.293945, 0.000612, 15.0
1479328081.462342, 79.995, 54.478, 100.0, 1.294332, 0.000224, 1.5
1479328091.965535, 79.996, 54.449, 10000.0, 1.291849, 0.0019203, 15.0
1479328104.490668, 79.996, 54.412, 1000.0, 1.293942, 0.000614, 15.0
1479328152.24552, 79.996, 54.275, 100.0, 1.294328, 0.000229, 1.5
1479328162.757337, 79.996, 54.244, 10000.0, 1.2918413, 0.0019211, 15.0
1479328175.260212, 79.996, 54.211, 1000.0, 1.293944, 0.000614, 15.0
1479328222.976606, 79.996, 54.094, 100.0, 1.294346, 0.000223, 1.5
1479328233.502527, 79.996, 54.069, 10000.0, 1.291837, 0.0019254, 15.0
1479328246.05196, 79.996, 54.037, 1000.0, 1.2939426, 0.0006129, 15.0
