# This data file was created on Wed Nov 16 18:47:19 2016
# GBA 124; 100V, 40K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479347256.25431, 39.454, 10.84, 10000.0, 1.274937, 0.000511, 15.0
1479347268.683496, 39.537, 10.823, 1000.0, 1.275939, 0.000592, 15.0
1479347316.197459, 39.756, 10.707, 100.0, 1.276972, 0.000587, 1.5
1479347326.610366, 39.788, 10.657, 10000.0, 1.275004, 0.000524, 15.0
1479347339.023135, 39.821, 10.602, 1000.0, 1.276015, 0.0006018, 15.0
1479347386.53052, 39.905, 10.515, 100.0, 1.277059, 0.000586, 1.5
1479347396.955511, 39.917, 10.501, 10000.0, 1.275025, 0.000529, 15.0
1479347409.386749, 39.929, 10.456, 1000.0, 1.276046, 0.0006034, 15.0
1479347456.883717, 39.96, 10.386, 100.0, 1.277103, 0.000611, 1.5
1479347467.303137, 39.966, 10.368, 10000.0, 1.2750332, 0.0005285, 15.0
1479347479.734571, 39.969, 10.339, 1000.0, 1.276057, 0.000605, 15.0
1479347527.24366, 39.98, 10.255, 100.0, 1.277078, 0.000605, 1.5
1479347537.669624, 39.981, 10.186, 10000.0, 1.275031, 0.000527, 15.0
1479347550.096274, 39.983, 10.186, 1000.0, 1.276057, 0.000607, 15.0
1479347597.635472, 39.988, 10.16, 100.0, 1.277103, 0.00061, 1.5
1479347608.064953, 39.988, 10.146, 10000.0, 1.275036, 0.000524, 15.0
1479347620.515346, 39.988, 10.125, 1000.0, 1.276056, 0.0006065, 15.0
1479347668.056973, 39.991, 10.084, 100.0, 1.277105, 0.000612, 1.5
1479347678.503417, 39.991, 10.045, 10000.0, 1.2750348, 0.0005262, 15.0
1479347690.953506, 39.992, 10.053, 1000.0, 1.2760521, 0.0006039, 15.0
1479347738.471856, 39.993, 10.01, 100.0, 1.277092, 0.000601, 1.5
1479347748.913913, 39.993, 10.046, 10000.0, 1.275027, 0.000524, 15.0
1479347761.358878, 39.993, 10.016, 1000.0, 1.276048, 0.0006044, 15.0
1479347808.886873, 39.994, 9.9864, 100.0, 1.277093, 0.000599, 1.5
1479347819.336032, 39.995, 9.9603, 10000.0, 1.2750285, 0.0005271, 15.0
1479347831.771605, 39.994, 9.9751, 1000.0, 1.276044, 0.000603, 15.0
1479347879.409201, 39.994, 9.9172, 100.0, 1.277069, 0.000598, 1.5
1479347889.880567, 39.994, 9.8974, 10000.0, 1.275029, 0.000525, 15.0
1479347902.38357, 39.993, 9.933, 1000.0, 1.2760422, 0.0006027, 15.0
1479347950.077083, 39.993, 9.9078, 100.0, 1.277079, 0.000592, 1.5
1479347960.598949, 39.992, 9.8932, 10000.0, 1.2750204, 0.0005247, 15.0
1479347973.104887, 39.99, 9.875, 1000.0, 1.2760356, 0.0006013, 15.0
1479348020.78392, 39.991, 9.8742, 100.0, 1.277035, 0.000619, 1.5
1479348031.32633, 39.992, 9.8515, 10000.0, 1.275022, 0.00052, 15.0
1479348043.866611, 39.992, 9.8855, 1000.0, 1.276031, 0.0006018, 15.0
1479348091.551168, 39.994, 9.8501, 100.0, 1.277057, 0.000605, 1.5
1479348102.031098, 39.994, 9.8319, 10000.0, 1.2750184, 0.0005242, 15.0
1479348114.564244, 39.994, 9.8146, 1000.0, 1.276029, 0.0006, 15.0
