# This data file was created on Wed Nov 16 19:16:31 2016
# GBA 124; 20V, 40K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479349008.425196, 39.999, 9.922, 10000.0, 1.274919, 0.000518, 15.0
1479349020.85051, 39.998, 9.9549, 1000.0, 1.2759248, 0.0005939, 15.0
1479349068.421252, 39.999, 9.9671, 100.0, 1.276957, 0.000612, 1.5
1479349078.857019, 39.999, 9.9566, 10000.0, 1.274922, 0.00052, 15.0
1479349091.295193, 39.999, 10.047, 1000.0, 1.275921, 0.000596, 15.0
1479349138.839674, 39.998, 9.9681, 100.0, 1.276934, 0.000597, 1.5
1479349149.272822, 39.998, 10.045, 10000.0, 1.274916, 0.0005184, 15.0
1479349161.714596, 39.998, 10.134, 1000.0, 1.275915, 0.000594, 15.0
1479349209.231843, 39.999, 9.9463, 100.0, 1.276927, 0.000598, 1.5
1479349219.667514, 39.999, 9.9415, 10000.0, 1.274915, 0.00052, 15.0
1479349232.116578, 39.999, 9.9628, 1000.0, 1.275915, 0.000597, 15.0
1479349279.66274, 39.999, 9.9521, 100.0, 1.276932, 0.000585, 1.5
1479349290.111161, 39.999, 9.998, 10000.0, 1.27491, 0.000515, 15.0
1479349302.63165, 39.999, 10.023, 1000.0, 1.27591, 0.000593, 15.0
1479349350.332834, 39.998, 9.9602, 100.0, 1.27694, 0.00059, 1.5
1479349360.830166, 39.998, 9.975, 10000.0, 1.274908, 0.000518, 15.0
1479349373.383929, 39.998, 9.8989, 1000.0, 1.275909, 0.000595, 15.0
1479349421.100469, 39.999, 9.9676, 100.0, 1.276921, 0.000624, 1.5
1479349431.592544, 39.999, 10.004, 10000.0, 1.2749056, 0.0005182, 15.0
1479349444.118136, 39.999, 9.9856, 1000.0, 1.275906, 0.000593, 15.0
1479349491.86731, 39.999, 10.007, 100.0, 1.27694, 0.000603, 1.5
1479349502.358198, 39.998, 9.9778, 10000.0, 1.2749088, 0.0005188, 15.0
1479349514.893288, 39.998, 10.083, 1000.0, 1.275906, 0.000595, 15.0
1479349562.640745, 39.999, 9.9827, 100.0, 1.276938, 0.000589, 1.5
1479349573.153744, 39.999, 9.9827, 10000.0, 1.274906, 0.000515, 15.0
1479349585.67515, 39.999, 9.95, 1000.0, 1.275901, 0.0005956, 15.0
1479349633.367732, 39.999, 10.012, 100.0, 1.276909, 0.000602, 1.5
1479349643.879951, 39.999, 10.075, 10000.0, 1.2749093, 0.0005183, 15.0
1479349656.414111, 39.999, 9.9619, 1000.0, 1.275903, 0.000592, 15.0
1479349704.188407, 39.999, 9.9845, 100.0, 1.276944, 0.000588, 1.5
1479349714.713501, 39.999, 10.025, 10000.0, 1.274904, 0.0005151, 15.0
1479349727.208977, 39.999, 10.084, 1000.0, 1.275903, 0.000593, 15.0
