# This data file was created on Wed Nov 16 19:40:35 2016
# GBA 124; -60V, 40K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479350452.67308, 40.0, 10.099, 10000.0, 1.274832, 0.000517, 15.0
1479350465.091595, 39.999, 10.131, 1000.0, 1.275826, 0.0006, 15.0
1479350512.600921, 40.0, 10.123, 100.0, 1.276858, 0.000592, 1.5
1479350523.014015, 40.0, 10.122, 10000.0, 1.2748259, 0.0005118, 15.0
1479350535.427489, 40.0, 10.128, 1000.0, 1.275826, 0.000596, 15.0
1479350582.953542, 40.0, 10.112, 100.0, 1.276865, 0.000595, 1.5
1479350593.38318, 40.0, 10.225, 10000.0, 1.274828, 0.0005145, 15.0
1479350605.779433, 40.0, 10.149, 1000.0, 1.275822, 0.000592, 15.0
1479350653.251244, 40.0, 10.122, 100.0, 1.276839, 0.000603, 1.5
1479350663.689499, 40.0, 10.194, 10000.0, 1.274825, 0.000519, 15.0
1479350676.142463, 40.0, 10.084, 1000.0, 1.275824, 0.000595, 15.0
1479350723.672102, 39.999, 10.125, 100.0, 1.276842, 0.000597, 1.5
1479350734.11351, 39.999, 10.092, 10000.0, 1.274823, 0.000514, 15.0
1479350746.553615, 40.0, 10.113, 1000.0, 1.275821, 0.000597, 15.0
1479350794.082937, 39.999, 10.13, 100.0, 1.276847, 0.0006, 1.5
1479350804.533193, 39.999, 10.114, 10000.0, 1.274818, 0.000516, 15.0
1479350816.985104, 39.999, 10.128, 1000.0, 1.275819, 0.000592, 15.0
1479350864.518988, 40.0, 10.153, 100.0, 1.276846, 0.000589, 1.5
1479350874.938232, 40.0, 10.177, 10000.0, 1.27482, 0.000515, 15.0
1479350887.361974, 40.001, 10.237, 1000.0, 1.275817, 0.000592, 15.0
1479350934.85707, 40.0, 10.173, 100.0, 1.276828, 0.000588, 1.5
1479350945.262417, 40.0, 10.16, 10000.0, 1.2748225, 0.0005152, 15.0
1479350957.684158, 40.0, 10.088, 1000.0, 1.275816, 0.000592, 15.0
1479351005.198689, 40.0, 10.134, 100.0, 1.276851, 0.000595, 1.5
1479351015.598026, 40.0, 10.209, 10000.0, 1.274821, 0.000516, 15.0
1479351028.012868, 40.0, 10.259, 1000.0, 1.275818, 0.000595, 15.0
1479351075.525688, 40.0, 10.185, 100.0, 1.276829, 0.000588, 1.5
1479351085.964692, 40.0, 10.174, 10000.0, 1.2748174, 0.000514, 15.0
1479351098.380347, 40.001, 10.217, 1000.0, 1.275813, 0.000592, 15.0
1479351145.893318, 40.001, 10.186, 100.0, 1.276827, 0.000605, 1.5
1479351156.330022, 40.0, 10.276, 10000.0, 1.27482, 0.000519, 15.0
1479351168.780516, 40.001, 10.252, 1000.0, 1.2758186, 0.0005939, 15.0
1479351216.285299, 40.0, 10.206, 100.0, 1.276847, 0.000591, 1.5
1479351226.686248, 40.001, 10.189, 10000.0, 1.274816, 0.000514, 15.0
1479351239.082103, 40.001, 10.199, 1000.0, 1.275815, 0.0005966, 15.0
