# This data file was created on Wed Nov 16 14:37:46 2016
# GBA 124; 20V, 75K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479332283.026493, 75.001, 35.709, 10000.0, 1.288854, 0.002354, 15.0
1479332295.438521, 75.001, 35.721, 1000.0, 1.292838, 0.001313, 15.0
1479332342.968836, 75.001, 35.754, 100.0, 1.293883, 0.000383, 1.5
1479332353.384724, 75.001, 35.762, 10000.0, 1.288851, 0.0023485, 15.0
1479332365.798522, 75.001, 35.772, 1000.0, 1.292831, 0.001316, 15.0
1479332413.291372, 75.002, 35.822, 100.0, 1.293897, 0.00039, 1.5
1479332423.69031, 75.002, 35.83, 10000.0, 1.2888463, 0.002352, 15.0
1479332436.111327, 75.002, 35.839, 1000.0, 1.292831, 0.001319, 15.0
1479332483.615255, 75.002, 35.877, 100.0, 1.293859, 0.000358, 1.5
1479332494.036196, 75.003, 35.891, 10000.0, 1.288837, 0.002349, 15.0
1479332506.444665, 75.003, 35.901, 1000.0, 1.2928297, 0.0013205, 15.0
1479332553.974085, 75.003, 35.956, 100.0, 1.293884, 0.000378, 1.5
1479332564.392645, 75.003, 35.97, 10000.0, 1.288838, 0.002351, 15.0
1479332576.815066, 75.003, 35.983, 1000.0, 1.292826, 0.001319, 15.0
1479332624.341965, 75.003, 36.037, 100.0, 1.293913, 0.000381, 1.5
1479332634.763606, 75.003, 36.051, 10000.0, 1.2888325, 0.0023515, 15.0
1479332647.191525, 75.003, 36.056, 1000.0, 1.2928223, 0.0013213, 15.0
1479332694.712021, 75.003, 36.097, 100.0, 1.293885, 0.000367, 1.5
1479332705.126371, 75.003, 36.109, 10000.0, 1.288825, 0.002353, 15.0
1479332717.524203, 75.003, 36.116, 1000.0, 1.292823, 0.001322, 15.0
1479332765.042555, 75.002, 36.172, 100.0, 1.293888, 0.000376, 1.5
1479332775.468853, 75.003, 36.186, 10000.0, 1.288819, 0.002349, 15.0
1479332787.895439, 75.002, 36.204, 1000.0, 1.292818, 0.001322, 15.0
