# This data file was created on Wed Nov 16 14:19:29 2016
# GBA 124; 100V, 75K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479331186.251835, 75.074, 37.213, 10000.0, 1.288996, 0.002345, 15.0
1479331198.703086, 75.068, 37.168, 1000.0, 1.2929192, 0.0012835, 15.0
1479331246.253195, 75.026, 36.978, 100.0, 1.29393, 0.000367, 1.5
1479331256.694751, 75.017, 36.927, 10000.0, 1.288966, 0.002354, 15.0
1479331269.154159, 75.008, 36.873, 1000.0, 1.2929008, 0.0012931, 15.0
1479331316.701829, 74.984, 36.686, 100.0, 1.293913, 0.000363, 1.5
1479331327.129676, 74.982, 36.657, 10000.0, 1.2889364, 0.0023477, 15.0
1479331339.577665, 74.981, 36.613, 1000.0, 1.292887, 0.001301, 15.0
1479331387.123493, 74.981, 36.48, 100.0, 1.293918, 0.000372, 1.5
1479331397.566876, 74.982, 36.451, 10000.0, 1.288927, 0.002352, 15.0
1479331410.02208, 74.983, 36.409, 1000.0, 1.292881, 0.001303, 15.0
1479331457.573332, 74.986, 36.28, 100.0, 1.293899, 0.000362, 1.5
1479331468.012086, 74.987, 36.252, 10000.0, 1.28892, 0.0023492, 15.0
1479331480.533343, 74.988, 36.216, 1000.0, 1.292875, 0.001303, 15.0
1479331528.27787, 74.987, 35.979, 100.0, 1.293923, 0.000371, 1.5
1479331538.804025, 74.986, 35.941, 10000.0, 1.2889081, 0.0023507, 15.0
1479331551.260182, 74.986, 35.901, 1000.0, 1.292872, 0.001304, 15.0
1479331598.819001, 74.986, 35.816, 100.0, 1.293903, 0.000366, 1.5
1479331609.257799, 74.987, 35.799, 10000.0, 1.288912, 0.0023505, 15.0
1479331621.710782, 74.987, 35.774, 1000.0, 1.292866, 0.001306, 15.0
1479331669.244179, 74.991, 35.708, 100.0, 1.29391, 0.000376, 1.5
1479331679.660936, 74.992, 35.697, 10000.0, 1.288903, 0.0023531, 15.0
1479331692.084892, 74.992, 35.686, 1000.0, 1.292866, 0.001304, 15.0
1479331739.613734, 74.995, 35.637, 100.0, 1.29391, 0.000372, 1.5
1479331750.047274, 74.995, 35.627, 10000.0, 1.288895, 0.002351, 15.0
1479331762.487223, 74.995, 35.617, 1000.0, 1.292859, 0.001306, 15.0
