# This data file was created on Wed Nov 16 13:42:58 2016
# GBA 124; 20V, 80K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479328995.546796, 80.001, 53.432, 10000.0, 1.291926, 0.001953, 15.0
1479329007.98647, 80.001, 53.445, 1000.0, 1.294077, 0.000624, 15.0
1479329055.496862, 80.001, 53.482, 100.0, 1.294478, 0.000212, 1.5
1479329065.879849, 80.001, 53.493, 10000.0, 1.291925, 0.001951, 15.0
1479329078.280714, 80.001, 53.505, 1000.0, 1.294073, 0.000624, 15.0
1479329125.776865, 80.001, 53.564, 100.0, 1.294492, 0.000234, 1.5
1479329136.198362, 80.001, 53.579, 10000.0, 1.291913, 0.0019469, 15.0
1479329148.613321, 80.001, 53.598, 1000.0, 1.294071, 0.000625, 15.0
1479329196.108106, 80.002, 53.674, 100.0, 1.294489, 0.000234, 1.5
1479329206.534147, 80.001, 53.692, 10000.0, 1.291914, 0.001953, 15.0
1479329218.943746, 80.001, 53.716, 1000.0, 1.294068, 0.0006267, 15.0
1479329266.436927, 80.002, 53.809, 100.0, 1.294486, 0.000207, 1.5
1479329276.838812, 80.002, 53.829, 10000.0, 1.291908, 0.001955, 15.0
1479329289.245942, 80.001, 53.855, 1000.0, 1.294066, 0.000628, 15.0
1479329336.79297, 80.002, 53.956, 100.0, 1.294513, 0.00023, 1.5
1479329347.22881, 80.002, 53.981, 10000.0, 1.2919017, 0.0019518, 15.0
1479329359.676535, 80.002, 54.012, 1000.0, 1.294067, 0.000627, 15.0
