# This data file was created on Wed Nov 16 17:25:03 2016
# GBA 124; -60V, 60K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479342320.554412, 59.994, 40.715, 10000.0, 1.281013, 0.00122, 15.0
1479342332.999802, 59.994, 40.704, 1000.0, 1.283478, 0.001665, 15.0
1479342380.536977, 59.994, 40.67, 100.0, 1.287194, 0.002108, 1.5
1479342390.982937, 59.995, 40.665, 10000.0, 1.281007, 0.001212, 15.0
1479342403.426961, 59.994, 40.661, 1000.0, 1.283475, 0.0016626, 15.0
1479342450.980957, 59.995, 40.636, 100.0, 1.287181, 0.002105, 1.5
1479342461.433946, 59.995, 40.633, 10000.0, 1.28101, 0.001212, 15.0
1479342473.877147, 59.996, 40.629, 1000.0, 1.283472, 0.001666, 15.0
1479342521.429067, 59.996, 40.616, 100.0, 1.28717, 0.0021, 1.5
1479342531.857865, 59.996, 40.613, 10000.0, 1.281007, 0.001219, 15.0
1479342544.310924, 59.997, 40.611, 1000.0, 1.28347, 0.001663, 15.0
1479342591.862663, 59.998, 40.604, 100.0, 1.287189, 0.00211, 1.5
1479342602.307778, 59.998, 40.604, 10000.0, 1.281008, 0.00122, 15.0
1479342614.80834, 59.998, 40.606, 1000.0, 1.283467, 0.001661, 15.0
1479342662.508716, 59.998, 40.609, 100.0, 1.2871332, 0.0021086, 1.5
1479342672.981091, 59.998, 40.613, 10000.0, 1.2810026, 0.0012117, 15.0
1479342685.525751, 59.999, 40.62, 1000.0, 1.283468, 0.001662, 15.0
1479342733.247913, 60.0, 40.64, 100.0, 1.287161, 0.002099, 1.5
1479342743.732016, 60.001, 40.643, 10000.0, 1.281008, 0.001213, 15.0
1479342756.261393, 60.001, 40.646, 1000.0, 1.283464, 0.001663, 15.0
1479342803.921765, 60.001, 40.668, 100.0, 1.28714, 0.002111, 1.5
1479342814.444838, 60.001, 40.673, 10000.0, 1.280997, 0.001211, 15.0
1479342826.995955, 60.002, 40.677, 1000.0, 1.2834614, 0.0016634, 15.0
1479342874.634281, 60.002, 40.694, 100.0, 1.287158, 0.002115, 1.5
1479342885.070551, 60.002, 40.694, 10000.0, 1.281004, 0.001215, 15.0
1479342897.501769, 60.001, 40.688, 1000.0, 1.2834612, 0.0016603, 15.0
