# This data file was created on Wed Nov 16 14:46:48 2016
# GBA 124; -20V, 75K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479332824.972936, 75.003, 36.238, 10000.0, 1.288818, 0.002354, 15.0
1479332837.392852, 75.003, 36.251, 1000.0, 1.292814, 0.001324, 15.0
1479332884.879362, 75.003, 36.302, 100.0, 1.29388, 0.000373, 1.5
1479332895.317437, 75.003, 36.312, 10000.0, 1.2888152, 0.0023499, 15.0
1479332907.741192, 75.003, 36.334, 1000.0, 1.292816, 0.001324, 15.0
1479332955.239025, 75.004, 36.401, 100.0, 1.293882, 0.000374, 1.5
1479332965.651649, 75.004, 36.417, 10000.0, 1.288818, 0.002349, 15.0
1479332978.081336, 75.004, 36.443, 1000.0, 1.292811, 0.001324, 15.0
1479333025.602266, 75.005, 36.514, 100.0, 1.293887, 0.000374, 1.5
1479333036.018914, 75.005, 36.529, 10000.0, 1.2888133, 0.0023521, 15.0
1479333048.457709, 75.006, 36.55, 1000.0, 1.292814, 0.001324, 15.0
1479333095.944055, 75.005, 36.631, 100.0, 1.293873, 0.000377, 1.5
1479333106.367605, 75.005, 36.647, 10000.0, 1.288803, 0.00235, 15.0
1479333118.778807, 75.005, 36.66, 1000.0, 1.292811, 0.001327, 15.0
1479333166.295638, 75.005, 36.747, 100.0, 1.293877, 0.000385, 1.5
1479333176.725158, 75.005, 36.759, 10000.0, 1.288804, 0.0023533, 15.0
1479333189.14874, 75.005, 36.779, 1000.0, 1.292808, 0.001326, 15.0
1479333236.698937, 75.005, 36.852, 100.0, 1.293872, 0.000373, 1.5
1479333247.115097, 75.005, 36.872, 10000.0, 1.288806, 0.002352, 15.0
1479333259.551017, 75.005, 36.894, 1000.0, 1.2928075, 0.0013288, 15.0
