# This data file was created on Wed Nov 16 19:29:06 2016
# GBA 124; -20V, 40K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479349763.682673, 40.0, 9.9966, 10000.0, 1.274874, 0.000515, 15.0
1479349776.107259, 40.0, 10.017, 1000.0, 1.275873, 0.000592, 15.0
1479349823.641348, 40.0, 10.021, 100.0, 1.276898, 0.000602, 1.5
1479349834.082652, 40.0, 9.9827, 10000.0, 1.27487, 0.0005175, 15.0
1479349846.520885, 40.0, 10.045, 1000.0, 1.27587, 0.000596, 15.0
1479349894.059481, 40.0, 10.078, 100.0, 1.2769, 0.000599, 1.5
1479349904.49437, 40.001, 10.02, 10000.0, 1.2748645, 0.0005186, 15.0
1479349916.930171, 40.0, 10.055, 1000.0, 1.275864, 0.000595, 15.0
1479349964.484334, 40.0, 10.026, 100.0, 1.276879, 0.00059, 1.5
1479349974.922261, 40.0, 10.137, 10000.0, 1.274867, 0.000515, 15.0
1479349987.355861, 40.0, 10.004, 1000.0, 1.275866, 0.000593, 15.0
1479350034.891175, 40.0, 10.126, 100.0, 1.276855, 0.000609, 1.5
1479350045.322648, 40.0, 10.049, 10000.0, 1.2748672, 0.0005184, 15.0
1479350057.827726, 40.0, 10.026, 1000.0, 1.2758628, 0.0005919, 15.0
1479350105.479932, 40.0, 9.9899, 100.0, 1.276896, 0.000619, 1.5
1479350116.002632, 39.999, 10.057, 10000.0, 1.274864, 0.0005145, 15.0
1479350128.530174, 39.999, 10.108, 1000.0, 1.275857, 0.000591, 15.0
1479350176.249753, 40.0, 10.052, 100.0, 1.276878, 0.000587, 1.5
1479350186.725961, 40.0, 10.037, 10000.0, 1.274862, 0.000512, 15.0
1479350199.257986, 40.0, 10.05, 1000.0, 1.27586, 0.000595, 15.0
1479350246.974129, 40.0, 10.056, 100.0, 1.27688, 0.000595, 1.5
1479350257.465835, 39.999, 10.136, 10000.0, 1.274861, 0.0005175, 15.0
1479350269.98466, 40.0, 10.16, 1000.0, 1.275863, 0.000595, 15.0
1479350317.693439, 39.999, 10.108, 100.0, 1.276864, 0.000599, 1.5
1479350328.196175, 40.0, 10.082, 10000.0, 1.274859, 0.000515, 15.0
1479350340.729963, 40.0, 10.1, 1000.0, 1.2758606, 0.0005923, 15.0
1479350388.46198, 40.0, 10.143, 100.0, 1.27685, 0.000598, 1.5
1479350399.008936, 40.0, 10.124, 10000.0, 1.27485646, 0.00051702, 15.0
1479350411.461717, 40.0, 10.22, 1000.0, 1.275855, 0.000596, 15.0
