# This data file was created on Wed Nov 16 13:54:56 2016
# GBA 124; 60V, 80K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479329713.810935, 80.004, 55.189, 10000.0, 1.29196, 0.001964, 15.0
1479329726.238003, 80.004, 55.246, 1000.0, 1.2941304, 0.0006324, 15.0
1479329773.785814, 80.005, 55.464, 100.0, 1.294564, 0.000221, 1.5
1479329784.227514, 80.005, 55.513, 10000.0, 1.29195471, 0.00196335, 15.0
1479329796.669697, 80.004, 55.572, 1000.0, 1.294132, 0.000629, 15.0
1479329844.222116, 80.005, 55.815, 100.0, 1.29458, 0.000228, 1.5
1479329854.654036, 80.006, 55.874, 10000.0, 1.2919465, 0.0019663, 15.0
1479329867.09924, 80.005, 55.944, 1000.0, 1.294132, 0.000631, 15.0
1479329914.638427, 80.006, 56.23, 100.0, 1.294574, 0.000215, 1.5
1479329925.090158, 80.007, 56.291, 10000.0, 1.2919443, 0.0019685, 15.0
1479329937.515063, 80.006, 56.364, 1000.0, 1.2941337, 0.0006339, 15.0
1479329985.036325, 80.006, 56.645, 100.0, 1.294555, 0.000228, 1.5
1479329995.46446, 80.006, 56.709, 10000.0, 1.2919482, 0.0019686, 15.0
1479330007.897679, 80.006, 56.786, 1000.0, 1.29413, 0.000634, 15.0
1479330055.430019, 80.007, 57.083, 100.0, 1.294546, 0.000243, 1.5
1479330065.836156, 80.007, 57.15, 10000.0, 1.2919417, 0.0019699, 15.0
1479330078.244185, 80.007, 57.229, 1000.0, 1.29413, 0.000634, 15.0
1479330125.739754, 80.008, 57.537, 100.0, 1.294536, 0.000252, 1.5
1479330136.154685, 80.007, 57.605, 10000.0, 1.291937, 0.0019688, 15.0
1479330148.57814, 80.007, 57.686, 1000.0, 1.294129, 0.000634, 15.0
1479330196.110066, 80.008, 57.998, 100.0, 1.29454, 0.00024, 1.5
1479330206.534111, 80.006, 58.066, 10000.0, 1.291935, 0.001968, 15.0
