# This data file was created on Wed Nov 16 14:03:54 2016
# GBA 124; 100V, 80K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479330254.156186, 80.007, 58.37, 10000.0, 1.292004, 0.001974, 15.0
1479330266.576335, 80.007, 58.449, 1000.0, 1.294194, 0.000634, 15.0
1479330314.116135, 80.007, 58.743, 100.0, 1.294622, 0.000225, 1.5
1479330324.533366, 80.007, 58.807, 10000.0, 1.2919996, 0.0019675, 15.0
1479330336.947998, 80.008, 58.883, 1000.0, 1.294191, 0.000636, 15.0
1479330384.430686, 80.007, 59.167, 100.0, 1.294623, 0.000243, 1.5
1479330394.851633, 80.007, 59.229, 10000.0, 1.292001, 0.001973, 15.0
1479330407.266817, 80.007, 59.302, 1000.0, 1.294191, 0.000635, 15.0
1479330454.813335, 80.006, 59.574, 100.0, 1.29463, 0.000226, 1.5
1479330465.236666, 80.007, 59.63, 10000.0, 1.291998, 0.001968, 15.0
1479330477.648199, 80.006, 59.696, 1000.0, 1.294196, 0.000637, 15.0
1479330525.138275, 80.007, 59.948, 100.0, 1.294623, 0.000243, 1.5
1479330535.541158, 80.006, 60.003, 10000.0, 1.291991, 0.001973, 15.0
1479330547.929741, 80.006, 60.067, 1000.0, 1.294191, 0.000638, 15.0
1479330595.459348, 80.007, 60.313, 100.0, 1.294608, 0.000238, 1.5
1479330605.875849, 80.007, 60.366, 10000.0, 1.291992, 0.001972, 15.0
1479330618.312446, 80.007, 60.43, 1000.0, 1.294188, 0.000636, 15.0
1479330665.815365, 80.006, 60.672, 100.0, 1.294608, 0.00023, 1.5
1479330676.249049, 80.006, 60.725, 10000.0, 1.2919882, 0.0019712, 15.0
1479330688.716706, 80.006, 60.786, 1000.0, 1.294188, 0.000638, 15.0
