# This data file was created on Wed Nov 16 17:48:36 2016
# GBA 124; 20V, 60K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479343734.114845, 59.979, 40.614, 10000.0, 1.281075, 0.001212, 15.0
1479343746.549917, 59.975, 40.547, 1000.0, 1.2835288, 0.0016605, 15.0
1479343794.079605, 59.966, 40.374, 100.0, 1.287237, 0.002121, 1.5
1479343804.521828, 59.965, 40.35, 10000.0, 1.281066, 0.001216, 15.0
1479343816.968021, 59.967, 40.323, 1000.0, 1.28352, 0.0016579, 15.0
1479343864.50727, 59.975, 40.258, 100.0, 1.287214, 0.002089, 1.5
1479343874.947071, 59.977, 40.252, 10000.0, 1.281069, 0.001214, 15.0
1479343887.39239, 59.98, 40.247, 1000.0, 1.283526, 0.001657, 15.0
1479343934.926966, 59.99, 40.231, 100.0, 1.287217, 0.002107, 1.5
1479343945.35864, 59.992, 40.231, 10000.0, 1.281066, 0.001215, 15.0
1479343957.805497, 59.994, 40.232, 1000.0, 1.283533, 0.001657, 15.0
1479344005.364969, 59.999, 40.247, 100.0, 1.287234, 0.00212, 1.5
1479344015.806264, 60.0, 40.251, 10000.0, 1.281075, 0.00122, 15.0
1479344028.253125, 60.0, 40.258, 1000.0, 1.283535, 0.001657, 15.0
1479344075.797852, 60.002, 40.292, 100.0, 1.28722, 0.002136, 1.5
1479344086.245741, 60.003, 40.301, 10000.0, 1.2810682, 0.0012139, 15.0
1479344098.705784, 60.003, 40.311, 1000.0, 1.283532, 0.00166, 15.0
1479344146.258972, 60.005, 40.351, 100.0, 1.287237, 0.002105, 1.5
1479344156.705807, 60.004, 40.361, 10000.0, 1.281076, 0.001219, 15.0
1479344169.144552, 60.005, 40.376, 1000.0, 1.283531, 0.0016579, 15.0
1479344216.678241, 60.005, 40.429, 100.0, 1.287256, 0.002093, 1.5
1479344227.108396, 60.006, 40.441, 10000.0, 1.2810738, 0.0012125, 15.0
1479344239.551649, 60.006, 40.457, 1000.0, 1.2835319, 0.0016613, 15.0
1479344287.075255, 60.006, 40.525, 100.0, 1.287249, 0.00209, 1.5
1479344297.492694, 60.007, 40.54, 10000.0, 1.2810753, 0.0012172, 15.0
1479344309.925816, 60.006, 40.56, 1000.0, 1.283536, 0.00166, 15.0
1479344357.466152, 60.009, 40.667, 100.0, 1.2872, 0.002152, 1.5
1479344367.878548, 60.009, 40.697, 10000.0, 1.281074, 0.001219, 15.0
1479344380.317386, 60.01, 40.734, 1000.0, 1.283535, 0.00166, 15.0
1479344427.86173, 60.013, 40.857, 100.0, 1.287252, 0.002112, 1.5
1479344438.299119, 60.014, 40.883, 10000.0, 1.281072, 0.001213, 15.0
1479344450.741074, 60.014, 40.916, 1000.0, 1.283536, 0.00166, 15.0
1479344498.288873, 60.015, 41.038, 100.0, 1.28725, 0.002097, 1.5
1479344508.729899, 60.016, 41.064, 10000.0, 1.281071, 0.001218, 15.0
1479344521.181978, 60.015, 41.095, 1000.0, 1.2835325, 0.0016629, 15.0
1479344568.684191, 60.015, 41.19, 100.0, 1.287201, 0.002086, 1.5
1479344579.120877, 60.015, 41.201, 10000.0, 1.281075, 0.001212, 15.0
1479344591.536799, 60.014, 41.217, 1000.0, 1.2835357, 0.0016594, 15.0
1479344639.038089, 60.011, 41.283, 100.0, 1.287241, 0.002112, 1.5
1479344649.450905, 60.011, 41.298, 10000.0, 1.281071, 0.001215, 15.0
1479344661.877192, 60.01, 41.314, 1000.0, 1.283533, 0.0016587, 15.0
1479344709.384927, 60.008, 41.388, 100.0, 1.287246, 0.002114, 1.5
1479344719.785434, 60.008, 41.405, 10000.0, 1.2810678, 0.0012151, 15.0
1479344732.193198, 60.008, 41.425, 1000.0, 1.2835326, 0.0016574, 15.0
