# This data file was created on Wed Nov 16 13:31:11 2016
# GBA 124; -20V, 80K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479328288.753833, 79.996, 53.93, 10000.0, 1.291895, 0.001933, 15.0
1479328301.182757, 79.997, 53.898, 1000.0, 1.294015, 0.000617, 15.0
1479328348.709434, 79.996, 53.782, 100.0, 1.29445, 0.000219, 1.5
1479328359.144303, 79.996, 53.758, 10000.0, 1.2918968, 0.0019326, 15.0
1479328371.58054, 79.997, 53.731, 1000.0, 1.294007, 0.000617, 15.0
1479328419.121402, 79.997, 53.641, 100.0, 1.29442, 0.000233, 1.5
1479328429.577647, 79.997, 53.621, 10000.0, 1.291891, 0.0019343, 15.0
1479328442.027708, 79.997, 53.599, 1000.0, 1.2940062, 0.0006198, 15.0
1479328489.576725, 79.998, 53.528, 100.0, 1.294415, 0.000222, 1.5
1479328500.020005, 79.998, 53.514, 10000.0, 1.2918819, 0.0019358, 15.0
1479328512.455543, 79.998, 53.496, 1000.0, 1.294004, 0.000617, 15.0
1479328559.992916, 79.998, 53.439, 100.0, 1.294407, 0.000233, 1.5
1479328570.43145, 79.998, 53.427, 10000.0, 1.29187, 0.001937, 15.0
1479328582.947136, 79.998, 53.411, 1000.0, 1.294, 0.0006151, 15.0
1479328630.664431, 79.998, 53.371, 100.0, 1.294415, 0.000226, 1.5
1479328641.186541, 79.998, 53.362, 10000.0, 1.291875, 0.0019361, 15.0
1479328653.641502, 79.998, 53.351, 1000.0, 1.2939959, 0.000618, 15.0
1479328701.18259, 79.999, 53.33, 100.0, 1.294409, 0.000216, 1.5
1479328711.625774, 79.998, 53.328, 10000.0, 1.291861, 0.001937, 15.0
1479328724.082776, 79.999, 53.325, 1000.0, 1.294, 0.000621, 15.0
1479328771.618869, 79.999, 53.324, 100.0, 1.294422, 0.000216, 1.5
1479328782.060502, 79.999, 53.326, 10000.0, 1.291863, 0.00194, 15.0
1479328794.497379, 79.999, 53.33, 1000.0, 1.293997, 0.000621, 15.0
1479328842.032519, 79.999, 53.338, 100.0, 1.294444, 0.000234, 1.5
1479328852.471562, 79.999, 53.339, 10000.0, 1.2918493, 0.0019392, 15.0
1479328864.913424, 79.999, 53.344, 1000.0, 1.293996, 0.00062, 15.0
1479328912.454424, 80.0, 53.369, 100.0, 1.294416, 0.00024, 1.5
1479328922.885799, 80.0, 53.375, 10000.0, 1.291853, 0.0019409, 15.0
1479328935.328851, 80.0, 53.383, 1000.0, 1.2939928, 0.0006203, 15.0
