# This data file was created on Mon Mar 13 12:00:53 2017
# test capacitor
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage [V], DC Voltage [V]
# DC bias set to LO
1489428075.795023, 350.0, 326.103, 10000.0, 0.997849, 8e-06, 15.0, -39.412563840000004
1489428086.228098, 350.001, 326.103, 10000.0, 0.997849, 1e-05, 15.0, -34.48599336
1489428096.655978, 350.001, 326.103, 10000.0, 0.997848, 8e-06, 15.0, -29.425205415
1489428107.073, 350.001, 326.104, 10000.0, 0.9978508, 5.6e-06, 15.0, -24.52232037
1489428117.492424, 350.001, 326.104, 10000.0, 0.997849, 1e-05, 15.0, -19.43784699
1489428127.909577, 350.001, 326.104, 10000.0, 0.997849, 0.0, 15.0, -14.503381365000001
1489428138.32851, 350.001, 326.104, 10000.0, 0.9978459, 5.2e-06, 15.0, -9.45838371
1489428148.756465, 350.001, 326.104, 10000.0, 0.9978492, 6.6e-06, 15.0, -4.523918085
1489428159.192039, 350.001, 326.104, 10000.0, 0.997851, 6e-06, 15.0, 0.552660115
1489428169.610196, 350.0, 326.104, 10000.0, 0.997851, 6e-06, 15.0, 5.447649705
