# This data file was created on Mon Mar 13 12:42:43 2017
# 350K GBA120 -40 to 40V DC bias
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage [V], DC Voltage [V]
# DC bias set to LO
1489430586.686541, 350.0, 326.134, 10000.0, 1.789588, 0.000366, 15.0, 0.5368698260000001
1489430599.124141, 350.0, 326.134, 1000.0, 1.790015, 0.001876, 15.0, 0.5289746815
1489430646.662752, 350.0, 326.136, 100.0, 1.78999, 0.00036, 1.5, 0.552660115
1489430657.087554, 350.0, 326.136, 10000.0, 1.7895925, 0.0003944, 15.0, 5.463439994000001
1489430669.512136, 350.0, 326.137, 1000.0, 1.790005, 0.002287, 15.0, 5.463439994000001
1489430717.0406, 350.0, 326.137, 100.0, 1.78981, 0.00591, 1.5, 5.439754560500001
1489430727.467535, 350.0, 326.138, 10000.0, 1.789575, 0.000476, 15.0, 10.374219873000001
1489430739.897369, 350.0, 326.138, 1000.0, 1.789989, 0.003141, 15.0, 10.3663247285
1489430787.431104, 350.001, 326.139, 100.0, 1.78996, 0.01908, 1.5, 10.374219873000001
1489430797.852542, 350.001, 326.139, 10000.0, 1.7895688, 0.0006132, 15.0, 15.411322064000002
1489430810.298146, 350.0, 326.14, 1000.0, 1.7899559, 0.0047121, 15.0, 15.419217208500003
1489430857.862275, 350.0, 326.141, 100.0, 1.7896, 0.04067, 1.5, 15.419217208500003
1489430868.293861, 350.001, 326.141, 10000.0, 1.789556, 0.000787, 15.0, 20.353682521000003
1489430880.746628, 350.001, 326.142, 1000.0, 1.789947, 0.006388, 15.0, 20.353682521000003
1489430928.326041, 349.999, 326.143, 100.0, 1.78959, 0.05727, 1.5, 20.353682521000003
1489430938.75832, 349.998, 326.143, 10000.0, 1.7895637, 0.0010018, 15.0, 25.430260434500003
1489430951.188422, 349.999, 326.143, 1000.0, 1.789954, 0.00822, 15.0, 25.430260434500003
1489430998.741969, 350.001, 326.144, 100.0, 1.78964, 0.08035, 1.5, 25.430260434500003
1489431009.179126, 350.001, 326.144, 10000.0, 1.789592, 0.0012025, 15.0, 30.325250024500004
1489431021.607336, 350.001, 326.144, 1000.0, 1.79001, 0.010597, 15.0, 30.309459735500006
1489431069.151385, 350.001, 326.145, 100.0, 1.7896, 0.10229, 1.5, 30.309459735500006
1489431079.577277, 350.001, 326.146, 10000.0, 1.7896445, 0.0014685, 15.0, 35.39393279350001
1489431092.009973, 350.0, 326.146, 1000.0, 1.79005, 0.01315, 15.0, 35.401827938000004
1489431139.533596, 350.0, 326.147, 100.0, 1.7896, 0.13047, 1.5, 35.39393279350001
1489431149.960456, 350.0, 326.148, 10000.0, 1.789695, 0.0017567, 15.0, 40.359978684000005
1489431162.408786, 350.0, 326.148, 1000.0, 1.79006, 0.01589, 15.0, 40.344188395
1489431209.950781, 349.993, 326.148, 100.0, 1.78913, 0.15426, 1.5, 40.344188395
1489431220.366847, 349.989, 326.148, 10000.0, 1.78973, 0.0017164, 15.0, 40.35208353950001
1489431232.779978, 349.983, 326.149, 1000.0, 1.790109, 0.016068, 15.0, 40.344188395
1489431280.317269, 349.985, 326.149, 100.0, 1.7896, 0.15731, 1.5, 40.35208353950001
1489431290.741642, 349.988, 326.15, 10000.0, 1.789763, 0.001559, 15.0, 35.39393279350001
1489431303.189961, 349.99, 326.15, 1000.0, 1.79011, 0.01402, 15.0, 35.401827938000004
1489431350.732055, 350.008, 326.15, 100.0, 1.78957, 0.13237, 1.5, 35.39393279350001
1489431361.172578, 350.011, 326.151, 10000.0, 1.789753, 0.001288, 15.0, 30.317354880000003
1489431373.600923, 350.012, 326.15, 1000.0, 1.79012, 0.01121, 15.0, 30.309459735500006
1489431421.141449, 350.011, 326.151, 100.0, 1.79008, 0.10764, 1.5, 30.301564591
1489431431.569987, 350.01, 326.152, 10000.0, 1.789749, 0.0010709, 15.0, 25.422365290000005
1489431443.999857, 350.008, 326.152, 1000.0, 1.790109, 0.009262, 15.0, 25.430260434500003
1489431491.534145, 350.002, 326.153, 100.0, 1.78942, 0.08982, 1.5, 25.430260434500003
1489431501.945055, 350.001, 326.153, 10000.0, 1.789743, 0.000889, 15.0, 20.353682521000003
1489431514.376848, 350.0, 326.153, 1000.0, 1.79013, 0.007217, 15.0, 20.361577665500004
1489431561.924512, 349.999, 326.154, 100.0, 1.78971, 0.06715, 1.5, 20.345787376500002
1489431572.356868, 349.999, 326.154, 10000.0, 1.789758, 0.0006899, 15.0, 15.419217208500003
1489431584.778087, 350.0, 326.154, 1000.0, 1.79016, 0.005184, 15.0, 15.411322064000002
1489431632.320382, 350.001, 326.155, 100.0, 1.78999, 0.04387, 1.5, 15.411322064000002
1489431642.73645, 350.001, 326.155, 10000.0, 1.789772, 0.000539, 15.0, 10.382115017500002
1489431655.165859, 350.001, 326.156, 1000.0, 1.790195, 0.003558, 15.0, 10.374219873000001
1489431702.703438, 350.001, 326.156, 100.0, 1.78945, 0.02529, 1.5, 10.3663247285
1489431713.130685, 350.001, 326.156, 10000.0, 1.789788, 0.0004525, 15.0, 5.455544849500001
1489431725.556726, 350.001, 326.157, 1000.0, 1.790199, 0.002785, 15.0, 5.455544849500001
1489431773.110466, 350.0, 326.157, 100.0, 1.79, 0.00987, 1.5, 5.463439994000001
1489431783.532057, 350.0, 326.157, 10000.0, 1.7897874, 0.0004135, 15.0, 0.5447649705000001
1489431795.957221, 349.999, 326.157, 1000.0, 1.790208, 0.002398, 15.0, 0.552660115
1489431843.476102, 350.0, 326.158, 100.0, 1.7901, 0.00054, 1.5, 0.552660115
1489431853.891992, 349.999, 326.158, 10000.0, 1.789788, 0.000415, 15.0, 0.5605552595000001
1489431866.324589, 349.999, 326.158, 1000.0, 1.790205, 0.002299, 15.0, 0.5447649705000001
1489431913.872119, 350.0, 326.159, 100.0, 1.79051, 0.00055, 1.5, 0.5368698260000001
1489431924.309513, 350.0, 326.159, 10000.0, 1.789777, 0.000431, 15.0, -4.539708375
1489431936.742084, 350.001, 326.159, 1000.0, 1.7902, 0.002597, 15.0, -4.539708375
1489431984.273287, 350.001, 326.16, 100.0, 1.78988, 0.00578, 1.5, -4.523918085
1489431994.795846, 350.001, 326.16, 10000.0, 1.789774, 0.000519, 15.0, -9.434698275
1489432007.360199, 350.001, 326.16, 1000.0, 1.79018, 0.003345, 15.0, -9.442593420000001
1489432055.202881, 350.001, 326.161, 100.0, 1.78997, 0.01872, 1.5, -9.450488564999999
1489432065.746593, 350.001, 326.161, 10000.0, 1.789755, 0.0006173, 15.0, -14.503381365000001
1489432078.327881, 350.001, 326.161, 1000.0, 1.79015, 0.004642, 15.0, -14.503381365000001
1489432126.16927, 350.001, 326.162, 100.0, 1.78968, 0.03826, 1.5, -14.511276510000002
1489432136.721304, 350.0, 326.162, 10000.0, 1.78974, 0.0007905, 15.0, -19.422056700000002
1489432149.289592, 350.0, 326.162, 1000.0, 1.79012, 0.00632, 15.0, -19.429951845
1489432197.15707, 349.997, 326.163, 100.0, 1.79014, 0.05798, 1.5, -19.429951845
1489432207.706602, 349.998, 326.163, 10000.0, 1.7897258, 0.0009974, 15.0, -24.498634935
1489432220.24563, 349.998, 326.163, 1000.0, 1.790106, 0.008597, 15.0, -24.498634935
1489432268.059708, 349.999, 326.163, 100.0, 1.78986, 0.08011, 1.5, -24.498634935
1489432278.587767, 349.999, 326.164, 10000.0, 1.7897366, 0.0012031, 15.0, -29.401519980000003
1489432291.153392, 349.999, 326.163, 1000.0, 1.79009, 0.01067, 15.0, -29.393624834999997
1489432338.983321, 350.0, 326.164, 100.0, 1.78935, 0.10327, 1.5, -29.393624834999997
1489432349.520033, 350.0, 326.164, 10000.0, 1.789737, 0.0014566, 15.0, -34.47020307
1489432362.087813, 350.0, 326.164, 1000.0, 1.790096, 0.013128, 15.0, -34.47020307
1489432409.928802, 350.001, 326.165, 100.0, 1.79, 0.12564, 1.5, -34.47020307
1489432420.478667, 350.001, 326.165, 10000.0, 1.789762, 0.00168, 15.0, -39.38098326
1489432433.02787, 350.001, 326.165, 1000.0, 1.7901, 0.015574, 15.0, -39.388878405
1489432480.863588, 350.001, 326.165, 100.0, 1.79015, 0.15366, 1.5, -39.373088115
1489432491.418564, 350.001, 326.166, 10000.0, 1.789767, 0.0016979, 15.0, -39.388878405
1489432503.962579, 350.001, 326.166, 1000.0, 1.790119, 0.015449, 15.0, -39.388878405
1489432551.786844, 350.0, 326.167, 100.0, 1.7895, 0.15115, 1.5, -39.396773550000006
1489432562.321014, 350.001, 326.167, 10000.0, 1.789766, 0.0014532, 15.0, -34.462307925000005
1489432574.8967, 350.001, 326.167, 1000.0, 1.790119, 0.013147, 15.0, -34.47020307
1489432622.700715, 350.001, 326.167, 100.0, 1.78989, 0.12752, 1.5, -34.47020307
1489432633.245031, 350.0, 326.167, 10000.0, 1.789757, 0.001241, 15.0, -29.393624834999997
1489432645.804995, 349.998, 326.167, 1000.0, 1.79012, 0.010985, 15.0, -29.393624834999997
1489432693.624771, 349.995, 326.168, 100.0, 1.78968, 0.10655, 1.5, -29.409415125
1489432704.158226, 349.996, 326.168, 10000.0, 1.78975, 0.001027, 15.0, -24.498634935
1489432716.707794, 349.996, 326.168, 1000.0, 1.790125, 0.008714, 15.0, -24.50653008
1489432764.548411, 350.001, 326.168, 100.0, 1.78985, 0.08531, 1.5, -24.498634935
1489432775.096462, 350.001, 326.169, 10000.0, 1.7897688, 0.0008285, 15.0, -19.422056700000002
1489432787.660524, 350.003, 326.169, 1000.0, 1.79016, 0.006391, 15.0, -19.429951845
1489432835.243076, 350.004, 326.169, 100.0, 1.78924, 0.06142, 1.5, -19.422056700000002
1489432845.667148, 350.004, 326.169, 10000.0, 1.7897843, 0.0006344, 15.0, -14.49548622
1489432858.10187, 350.003, 326.169, 1000.0, 1.790195, 0.004628, 15.0, -14.487591075000001
1489432905.628496, 350.002, 326.17, 100.0, 1.78952, 0.03828, 1.5, -14.487591075000001
1489432916.055273, 350.002, 326.17, 10000.0, 1.789796, 0.000511, 15.0, -9.434698275
1489432928.468778, 350.002, 326.17, 1000.0, 1.790218, 0.003227, 15.0, -9.442593420000001
1489432975.997779, 350.0, 326.17, 100.0, 1.78974, 0.01806, 1.5, -9.450488564999999
1489432986.423982, 350.0, 326.171, 10000.0, 1.7898123, 0.0004341, 15.0, -4.523918085
1489432998.847169, 350.0, 326.171, 1000.0, 1.79023, 0.002581, 15.0, -4.51602294
1489433046.390759, 350.0, 326.171, 100.0, 1.78988, 0.00381, 1.5, -4.51602294
1489433056.809847, 350.0, 326.171, 10000.0, 1.78981, 0.0004134, 15.0, 0.552660115
1489433069.247283, 350.0, 326.171, 1000.0, 1.790231, 0.0024472, 15.0, 0.5605552595000001
1489433116.965515, 349.996, 326.171, 100.0, 1.79027, 0.0006, 1.5, 0.5447649705000001
1489433127.506634, 349.994, 326.172, 10000.0, 1.789804, 0.0004273, 15.0, 0.5447649705000001
1489433140.081535, 349.991, 326.172, 1000.0, 1.7902194, 0.0026312, 15.0, 0.552660115
1489433187.921612, 349.991, 326.172, 100.0, 1.78988, 0.00042, 1.5, 0.552660115
1489433198.444348, 349.992, 326.172, 10000.0, 1.789796, 0.0004519, 15.0, 5.463439994000001
1489433211.021273, 349.993, 326.172, 1000.0, 1.79021, 0.002921, 15.0, 5.479230283000001
1489433258.835416, 349.999, 326.172, 100.0, 1.79014, 0.00803, 1.5, 5.463439994000001
1489433269.374151, 349.999, 326.173, 10000.0, 1.789779, 0.0005553, 15.0, 10.374219873000001
1489433281.949671, 349.999, 326.173, 1000.0, 1.790197, 0.0036923, 15.0, 10.374219873000001
1489433329.777078, 350.001, 326.173, 100.0, 1.7895, 0.0262, 1.5, 10.374219873000001
1489433340.33549, 350.001, 326.173, 10000.0, 1.78977, 0.000717, 15.0, 15.419217208500003
1489433352.899851, 350.001, 326.173, 1000.0, 1.79015, 0.00566, 15.0, 15.411322064000002
1489433400.741223, 349.999, 326.174, 100.0, 1.78986, 0.04956, 1.5, 15.419217208500003
1489433411.309316, 349.999, 326.173, 10000.0, 1.7897496, 0.0009166, 15.0, 20.353682521000003
1489433423.861864, 349.998, 326.174, 1000.0, 1.79014, 0.0074, 15.0, 20.345787376500002
1489433471.702623, 349.999, 326.175, 100.0, 1.78974, 0.07342, 1.5, 20.361577665500004
1489433482.262973, 349.999, 326.174, 10000.0, 1.789743, 0.001128, 15.0, 25.430260434500003
1489433494.831166, 349.999, 326.174, 1000.0, 1.7901, 0.009902, 15.0, 25.430260434500003
1489433542.668754, 349.999, 326.175, 100.0, 1.7901, 0.09659, 1.5, 25.438155579000004
1489433553.234614, 350.0, 326.175, 10000.0, 1.789751, 0.0013442, 15.0, 30.317354880000003
1489433565.783844, 349.999, 326.175, 1000.0, 1.79011, 0.011909, 15.0, 30.301564591
1489433613.614514, 350.001, 326.175, 100.0, 1.78982, 0.11459, 1.5, 30.317354880000003
1489433624.157904, 350.001, 326.175, 10000.0, 1.789762, 0.001578, 15.0, 35.401827938000004
1489433636.713216, 350.002, 326.175, 1000.0, 1.79008, 0.01438, 15.0, 35.401827938000004
1489433684.549224, 350.0, 326.176, 100.0, 1.7898, 0.1385, 1.5, 35.401827938000004
1489433695.104149, 349.999, 326.176, 10000.0, 1.7897758, 0.0018146, 15.0, 40.336293250500006
1489433707.67424, 349.999, 326.176, 1000.0, 1.79014, 0.016507, 15.0, 40.336293250500006
1489433755.499715, 350.001, 326.176, 100.0, 1.7892, 0.16392, 1.5, 40.336293250500006
1489433766.043982, 350.0, 326.176, 10000.0, 1.789777, 0.0018136, 15.0, 40.336293250500006
1489433778.585247, 350.0, 326.177, 1000.0, 1.79014, 0.01647, 15.0, 40.344188395
1489433826.240262, 349.999, 326.177, 100.0, 1.7895, 0.1606, 1.5, 40.344188395
1489433836.663295, 349.998, 326.177, 10000.0, 1.789766, 0.001559, 15.0, 35.401827938000004
1489433849.092926, 349.998, 326.177, 1000.0, 1.790094, 0.0145, 15.0, 35.40972308250001
1489433896.636362, 349.999, 326.177, 100.0, 1.7895, 0.1426, 1.5, 35.401827938000004
1489433907.076036, 349.998, 326.177, 10000.0, 1.789755, 0.0013843, 15.0, 30.317354880000003
1489433919.496875, 349.999, 326.178, 1000.0, 1.79011, 0.012351, 15.0, 30.309459735500006
1489433967.012634, 350.0, 326.178, 100.0, 1.78982, 0.11632, 1.5, 30.309459735500006
1489433977.438942, 350.001, 326.178, 10000.0, 1.789755, 0.001115, 15.0, 25.438155579000004
1489433989.850204, 350.002, 326.178, 1000.0, 1.79012, 0.00959, 15.0, 25.438155579000004
1489434037.386338, 350.002, 326.178, 100.0, 1.78941, 0.094, 1.5, 25.438155579000004
1489434047.817476, 350.002, 326.179, 10000.0, 1.789763, 0.0008972, 15.0, 20.361577665500004
1489434060.230039, 350.002, 326.178, 1000.0, 1.790158, 0.007456, 15.0, 20.361577665500004
1489434107.75653, 350.0, 326.179, 100.0, 1.78921, 0.07249, 1.5, 20.361577665500004
1489434118.170346, 350.0, 326.179, 10000.0, 1.789778, 0.000737, 15.0, 15.427112353000002
1489434130.600858, 350.001, 326.179, 1000.0, 1.790182, 0.00553, 15.0, 15.419217208500003
1489434178.146972, 350.003, 326.18, 100.0, 1.78982, 0.04697, 1.5, 15.427112353000002
1489434188.56845, 350.003, 326.179, 10000.0, 1.789785, 0.0005726, 15.0, 10.382115017500002
1489434201.007771, 350.003, 326.179, 1000.0, 1.79022, 0.00399, 15.0, 10.3663247285
1489434248.549659, 350.002, 326.18, 100.0, 1.78974, 0.02637, 1.5, 10.374219873000001
1489434258.972717, 350.002, 326.18, 10000.0, 1.789798, 0.000476, 15.0, 5.455544849500001
1489434271.407303, 350.002, 326.18, 1000.0, 1.790216, 0.003011, 15.0, 5.479230283000001
1489434318.932941, 350.004, 326.181, 100.0, 1.78982, 0.00858, 1.5, 5.463439994000001
1489434329.365322, 350.003, 326.181, 10000.0, 1.7898022, 0.0004328, 15.0, 0.5447649705000001
1489434341.809902, 350.002, 326.181, 1000.0, 1.790227, 0.002442, 15.0, 0.5447649705000001
1489434389.344954, 350.001, 326.181, 100.0, 1.79032, 0.0003, 1.5, 0.5447649705000001
1489434399.763321, 350.001, 326.181, 10000.0, 1.7898009, 0.000413, 15.0, 0.5447649705000001
1489434412.207144, 350.001, 326.181, 1000.0, 1.790224, 0.002363, 15.0, 0.552660115
1489434459.756995, 350.001, 326.182, 100.0, 1.79022, 0.00033, 1.5, 0.5447649705000001
1489434470.173078, 350.0, 326.181, 10000.0, 1.789796, 0.000427, 15.0, -4.53181323
1489434482.701093, 350.001, 326.182, 1000.0, 1.790215, 0.002715, 15.0, -4.53181323
1489434530.521174, 350.002, 326.182, 100.0, 1.79036, 0.00577, 1.5, -4.53181323
1489434541.059937, 350.002, 326.182, 10000.0, 1.78979, 0.000518, 15.0, -9.442593420000001
1489434553.619669, 350.002, 326.182, 1000.0, 1.790198, 0.003561, 15.0, -9.434698275
1489434601.433931, 350.001, 326.182, 100.0, 1.79004, 0.02101, 1.5, -9.442593420000001
1489434611.983661, 350.002, 326.182, 10000.0, 1.789769, 0.000651, 15.0, -14.503381365000001
1489434624.554459, 350.002, 326.182, 1000.0, 1.79017, 0.00477, 15.0, -14.49548622
1489434672.38482, 350.002, 326.182, 100.0, 1.79004, 0.03656, 1.5, -14.49548622
1489434682.901951, 350.002, 326.183, 10000.0, 1.78975, 0.000792, 15.0, -19.422056700000002
1489434695.482601, 350.002, 326.183, 1000.0, 1.79014, 0.00634, 15.0, -19.422056700000002
1489434743.330025, 349.998, 326.183, 100.0, 1.78957, 0.05983, 1.5, -19.429951845
1489434753.885144, 349.998, 326.183, 10000.0, 1.789743, 0.001, 15.0, -24.498634935
