# This data file was created on Thu Nov 17 13:25:51 2016
# GBA 124; 100V, 40K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479414368.946607, 39.043, 16.134, 10000.0, 1.274754, 0.000499, 15.0
1479414381.341809, 39.181, 16.206, 1000.0, 1.275742, 0.000585, 15.0
1479414428.858314, 39.565, 16.148, 100.0, 1.276828, 0.000592, 1.5
1479414439.261941, 39.624, 16.207, 10000.0, 1.274853, 0.0005168, 15.0
1479414451.69427, 39.684, 16.192, 1000.0, 1.275867, 0.0006, 15.0
1479414499.222609, 39.841, 16.06, 100.0, 1.276931, 0.000579, 1.5
1479414509.653482, 39.863, 16.179, 10000.0, 1.274901, 0.000523, 15.0
1479414522.068785, 39.885, 16.102, 1000.0, 1.275916, 0.0006018, 15.0
1479414569.624864, 39.942, 16.09, 100.0, 1.276956, 0.0006, 1.5
1479414580.049566, 39.949, 16.24, 10000.0, 1.274916, 0.000525, 15.0
1479414592.476156, 39.958, 16.202, 1000.0, 1.275942, 0.0006073, 15.0
1479414640.007471, 39.977, 16.067, 100.0, 1.276972, 0.000604, 1.5
1479414650.415025, 39.979, 16.159, 10000.0, 1.274923, 0.000529, 15.0
1479414662.868598, 39.982, 16.071, 1000.0, 1.275944, 0.000606, 15.0
1479414710.367558, 39.988, 16.119, 100.0, 1.276981, 0.000597, 1.5
1479414720.80381, 39.989, 16.291, 10000.0, 1.2749215, 0.0005285, 15.0
1479414733.224167, 39.99, 16.135, 1000.0, 1.275941, 0.000607, 15.0
1479414780.727153, 39.992, 16.146, 100.0, 1.276951, 0.000589, 1.5
1479414791.156571, 39.994, 16.061, 10000.0, 1.2749209, 0.00052733, 15.0
1479414803.568761, 39.993, 16.123, 1000.0, 1.275938, 0.000605, 15.0
1479414851.084166, 39.995, 15.957, 100.0, 1.277249, 0.000624, 1.5
1479414861.51777, 39.996, 16.133, 10000.0, 1.2751122, 0.0005371, 15.0
1479414873.935694, 39.996, 16.272, 1000.0, 1.276152, 0.000621, 15.0
1479414921.463493, 39.996, 16.031, 100.0, 1.277195, 0.000617, 1.5
1479414931.89002, 39.995, 16.095, 10000.0, 1.2751093, 0.0005348, 15.0
1479414944.318502, 39.996, 16.102, 1000.0, 1.276141, 0.00062, 15.0
1479414991.856622, 39.995, 16.002, 100.0, 1.277208, 0.000616, 1.5
1479415002.284994, 39.996, 16.214, 10000.0, 1.2751069, 0.0005338, 15.0
1479415014.705917, 39.996, 16.061, 1000.0, 1.276138, 0.000613, 15.0
