# This data file was created on Thu Nov 17 14:01:07 2016
# GBA 124; 100V, 80K
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent, Voltage
# DC bias set to LO
1479416483.878239, 83.687, 13.997, 10000.0, 1.293121, 0.001557, 15.0
1479416496.319035, 82.911, 13.955, 1000.0, 1.294447, 0.000471, 15.0
1479416543.868718, 80.454, 13.788, 100.0, 1.294665, 0.000239, 1.5
1479416554.304148, 80.125, 13.775, 10000.0, 1.291834, 0.002011, 15.0
1479416566.753759, 79.835, 13.749, 1000.0, 1.294094, 0.000687, 15.0
1479416614.273006, 79.54, 13.724, 100.0, 1.294496, 0.000247, 1.5
1479416624.712578, 79.579, 13.682, 10000.0, 1.2914671, 0.0021018, 15.0
1479416637.164108, 79.642, 13.647, 1000.0, 1.294019, 0.000727, 15.0
1479416684.708586, 79.884, 13.681, 100.0, 1.294514, 0.000243, 1.5
1479416695.163008, 79.923, 13.689, 10000.0, 1.291619, 0.002066, 15.0
1479416707.610384, 79.959, 13.63, 1000.0, 1.294061, 0.000699, 15.0
1479416755.157625, 80.022, 13.736, 100.0, 1.294525, 0.000232, 1.5
1479416765.605991, 80.022, 13.691, 10000.0, 1.29167, 0.0020531, 15.0
1479416778.052926, 80.022, 13.696, 1000.0, 1.294073, 0.0006931, 15.0
1479416825.589068, 80.018, 13.752, 100.0, 1.294544, 0.00023, 1.5
1479416836.02169, 80.015, 13.807, 10000.0, 1.291668, 0.002053, 15.0
1479416848.483639, 80.013, 13.766, 1000.0, 1.29407, 0.00069, 15.0
1479416896.038547, 80.003, 13.704, 100.0, 1.294558, 0.000243, 1.5
1479416906.467557, 80.001, 13.683, 10000.0, 1.2916572, 0.0020544, 15.0
1479416918.926684, 80.0, 13.722, 1000.0, 1.2940645, 0.0006926, 15.0
1479416966.595994, 80.0, 13.675, 100.0, 1.294518, 0.00024, 1.5
1479416977.078373, 79.999, 13.701, 10000.0, 1.291655, 0.002056, 15.0
1479416989.558282, 79.999, 13.738, 1000.0, 1.294061, 0.000692, 15.0
1479417037.191647, 80.001, 13.85, 100.0, 1.294518, 0.000252, 1.5
1479417047.719079, 80.001, 13.878, 10000.0, 1.2916553, 0.0020537, 15.0
1479417060.265381, 80.001, 13.863, 1000.0, 1.294064, 0.000692, 15.0
1479417107.992262, 80.001, 13.841, 100.0, 1.294537, 0.00024, 1.5
1479417118.532419, 80.001, 13.839, 10000.0, 1.2916546, 0.0020567, 15.0
1479417131.090957, 80.0, 13.853, 1000.0, 1.294061, 0.000694, 15.0
1479417178.825962, 80.001, 13.95, 100.0, 1.294525, 0.000226, 1.5
1479417189.319294, 80.002, 13.939, 10000.0, 1.291646, 0.002053, 15.0
1479417201.847034, 80.001, 13.978, 1000.0, 1.2940613, 0.0006928, 15.0
1479417249.561064, 80.0, 13.924, 100.0, 1.294514, 0.000229, 1.5
1479417260.104948, 80.0, 14.011, 10000.0, 1.2916495, 0.0020559, 15.0
1479417272.646279, 80.001, 14.072, 1000.0, 1.294062, 0.000695, 15.0
1479417320.369355, 80.005, 14.326, 100.0, 1.294518, 0.000243, 1.5
1479417330.89688, 80.006, 14.412, 10000.0, 1.2916465, 0.002054, 15.0
1479417343.322187, 80.005, 14.544, 1000.0, 1.294061, 0.000692, 15.0
1479417390.830718, 80.007, 14.88, 100.0, 1.294188, 0.00024, 1.5
1479417401.239396, 80.007, 14.922, 10000.0, 1.291351, 0.002042, 15.0
1479417413.67652, 80.004, 15.013, 1000.0, 1.293743, 0.00069, 15.0
1479417461.215705, 80.006, 15.504, 100.0, 1.29417, 0.000247, 1.5
1479417471.647333, 80.007, 15.479, 10000.0, 1.291343, 0.002037, 15.0
1479417484.073229, 80.007, 15.589, 1000.0, 1.293734, 0.000687, 15.0
1479417531.587958, 80.008, 16.01, 100.0, 1.294198, 0.00023, 1.5
1479417542.024183, 80.01, 16.188, 10000.0, 1.2913392, 0.0020379, 15.0
1479417554.449977, 80.012, 16.384, 1000.0, 1.293732, 0.000687, 15.0
1479417601.975647, 80.018, 16.821, 100.0, 1.294159, 0.000241, 1.5
1479417612.408767, 80.016, 16.998, 10000.0, 1.2916647, 0.00205772, 15.0
1479417624.861728, 80.015, 17.17, 1000.0, 1.294068, 0.000697, 15.0
1479417672.404357, 80.02, 17.878, 100.0, 1.29455, 0.00019, 1.5
1479417682.835368, 80.02, 18.002, 10000.0, 1.291652, 0.002054, 15.0
1479417695.272804, 80.02, 18.009, 1000.0, 1.294057, 0.000693, 15.0
1479417742.804603, 80.019, 18.577, 100.0, 1.294528, 0.000247, 1.5
1479417753.209924, 80.02, 18.748, 10000.0, 1.2916458, 0.0020544, 15.0
1479417765.662727, 80.021, 18.907, 1000.0, 1.294056, 0.0006916, 15.0
1479417813.205389, 80.027, 19.508, 100.0, 1.294529, 0.000205, 1.5
1479417823.649443, 80.027, 19.604, 10000.0, 1.291656, 0.002054, 15.0
1479417836.066653, 80.027, 19.775, 1000.0, 1.294061, 0.000692, 15.0
1479417883.613396, 80.029, 20.367, 100.0, 1.294515, 0.000233, 1.5
1479417894.062894, 80.029, 20.453, 10000.0, 1.291656, 0.002052, 15.0
1479417906.513646, 80.029, 20.67, 1000.0, 1.294054, 0.00069, 15.0
1479417954.06976, 80.027, 21.162, 100.0, 1.29414, 0.000325, 1.5
1479417964.497783, 80.026, 21.301, 10000.0, 1.291356, 0.002041, 15.0
1479417976.947118, 80.027, 21.434, 1000.0, 1.293744, 0.000687, 15.0
1479418024.46786, 80.17, 32.909, 100.0, 1.294235, 0.000274, 1.5
1479418034.897786, 80.262, 35.107, 10000.0, 1.291473, 0.002007, 15.0
1479418047.334364, 80.359, 37.419, 1000.0, 1.293784, 0.000654, 15.0
1479418094.883501, 80.565, 44.38, 100.0, 1.29427, 0.00017, 1.5
1479418105.325397, 80.572, 45.65, 10000.0, 1.291652, 0.001956, 15.0
1479418117.797498, 80.563, 47.081, 1000.0, 1.293823, 0.000628, 15.0
1479418165.315835, 80.468, 52.029, 100.0, 1.294264, 0.000207, 1.5
1479418175.743846, 80.445, 53.002, 10000.0, 1.29163, 0.001963, 15.0
1479418188.170269, 80.421, 54.121, 1000.0, 1.293808, 0.000636, 15.0
1479418235.799341, 80.332, 58.157, 100.0, 1.2942, 0.00022, 1.5
1479418246.313622, 80.316, 58.992, 10000.0, 1.291559, 0.001977, 15.0
1479418258.852501, 80.3, 59.966, 1000.0, 1.29379, 0.000641, 15.0
1479418306.580832, 80.262, 63.554, 100.0, 1.29416, 0.00026, 1.5
1479418317.110709, 80.259, 64.325, 10000.0, 1.2915437, 0.0019843, 15.0
1479418329.648811, 80.256, 65.226, 1000.0, 1.293786, 0.000647, 15.0
1479418377.382467, 80.266, 68.533, 100.0, 1.294156, 0.000151, 1.5
1479418387.912061, 80.271, 69.247, 10000.0, 1.291564, 0.00198, 15.0
1479418400.425344, 80.278, 70.083, 1000.0, 1.293793, 0.000642, 15.0
1479418448.171191, 80.324, 73.151, 100.0, 1.29417, 0.00025, 1.5
1479418458.684845, 80.339, 73.809, 10000.0, 1.2916035, 0.0019672, 15.0
1479418471.223483, 80.36, 74.587, 1000.0, 1.2938, 0.0006351, 15.0
1479418518.965113, 80.493, 77.412, 100.0, 1.29418, 0.00018, 1.5
1479418529.471322, 80.539, 78.007, 10000.0, 1.2916978, 0.0019379, 15.0
1479418542.023635, 80.602, 78.709, 1000.0, 1.2938328, 0.0006173, 15.0
1479418589.745697, 80.914, 81.217, 100.0, 1.29422, 0.00026, 1.5
1479418600.259599, 80.996, 81.732, 10000.0, 1.291898, 0.001879, 15.0
1479418612.806543, 81.101, 82.333, 1000.0, 1.293891, 0.000575, 15.0
1479418660.544353, 81.555, 84.447, 100.0, 1.29438, 0.000263, 1.5
1479418671.076237, 81.665, 84.879, 10000.0, 1.29217, 0.001788, 15.0
1479418683.594102, 81.802, 85.368, 1000.0, 1.29397, 0.00053, 15.0
1479418731.377931, 82.358, 87.072, 100.0, 1.29436, 0.00016, 1.5
1479418741.895231, 82.488, 87.416, 10000.0, 1.2924809, 0.0016638, 15.0
1479418754.462398, 82.646, 87.812, 1000.0, 1.2940522, 0.0004771, 15.0
1479418802.239809, 83.272, 89.195, 100.0, 1.29442, 0.00027, 1.5
1479418812.804569, 83.414, 89.476, 10000.0, 1.2927961, 0.001521, 15.0
1479418825.346345, 83.587, 89.8, 1000.0, 1.294146, 0.000431, 15.0
1479418873.081113, 84.253, 90.923, 100.0, 1.29453, 0.00014, 1.5
1479418883.603118, 84.404, 91.154, 10000.0, 1.293089, 0.001382, 15.0
1479418896.142557, 84.582, 91.419, 1000.0, 1.2942305, 0.00039, 15.0
1479418943.952361, 85.272, 92.364, 100.0, 1.294601, 0.000214, 1.5
1479418954.467866, 85.424, 92.558, 10000.0, 1.293352, 0.00123, 15.0
1479418967.009511, 85.606, 92.784, 1000.0, 1.294319, 0.000358, 15.0
1479419014.747003, 86.3, 93.596, 100.0, 1.29471, 0.00021, 1.5
1479419025.27342, 86.454, 93.765, 10000.0, 1.293571, 0.00109, 15.0
1479419037.830144, 86.637, 93.963, 1000.0, 1.294397, 0.000328, 15.0
1479419085.561561, 87.334, 94.681, 100.0, 1.29476, 0.0002, 1.5
1479419096.112288, 87.489, 94.833, 10000.0, 1.293748, 0.000966, 15.0
1479419108.646259, 87.672, 95.01, 1000.0, 1.294449, 0.0003023, 15.0
1479419156.39613, 88.368, 95.651, 100.0, 1.294749, 0.000147, 1.5
1479419166.896498, 88.521, 95.788, 10000.0, 1.2938915, 0.0008493, 15.0
1479419179.446656, 88.702, 95.948, 1000.0, 1.294509, 0.000283, 15.0
1479419227.217125, 89.394, 96.541, 100.0, 1.294891, 0.000178, 1.5
1479419237.787593, 89.546, 96.669, 10000.0, 1.29403, 0.000758, 15.0
1479419250.32118, 89.726, 96.82, 1000.0, 1.294592, 0.000263, 15.0
1479419298.055416, 90.404, 97.385, 100.0, 1.29486, 0.00019, 1.5
1479419308.588792, 90.551, 97.508, 10000.0, 1.2941153, 0.0006761, 15.0
1479419321.152523, 90.729, 97.653, 1000.0, 1.294627, 0.0002579, 15.0
1479419368.916113, 91.394, 98.207, 100.0, 1.29489, 0.0002, 1.5
1479419379.467009, 91.54, 98.328, 10000.0, 1.29422, 0.0006097, 15.0
1479419391.959771, 91.714, 98.472, 1000.0, 1.294697, 0.000243, 15.0
1479419439.665804, 92.37, 99.024, 100.0, 1.29492, 0.000201, 1.5
1479419450.19292, 92.515, 99.147, 10000.0, 1.2942736, 0.0005496, 15.0
1479419462.726662, 92.687, 99.293, 1000.0, 1.294726, 0.000242, 15.0
1479419510.484359, 93.337, 99.856, 100.0, 1.29497, 0.00018, 1.5
1479419521.019208, 93.48, 99.981, 10000.0, 1.294358, 0.0004967, 15.0
1479419533.571592, 93.65, 100.131, 1000.0, 1.294785, 0.000229, 15.0
1479419581.351084, 94.296, 100.714, 100.0, 1.295057, 0.000229, 1.5
1479419591.910694, 94.439, 100.846, 10000.0, 1.294403, 0.0004598, 15.0
1479419604.432573, 94.608, 101.005, 1000.0, 1.29481, 0.000232, 15.0
1479419652.175313, 95.246, 101.636, 100.0, 1.295129, 0.000231, 1.5
1479419662.711566, 95.385, 101.781, 10000.0, 1.294456, 0.000426, 15.0
1479419675.267361, 95.552, 101.958, 1000.0, 1.2948519, 0.0002261, 15.0
1479419722.981973, 96.185, 102.67, 100.0, 1.295111, 0.000254, 1.5
1479419733.512313, 96.324, 102.834, 10000.0, 1.2944932, 0.0004034, 15.0
1479419746.056175, 96.491, 103.035, 1000.0, 1.294888, 0.000229, 15.0
1479419793.80024, 97.129, 103.824, 100.0, 1.29517, 0.00025, 1.5
1479419804.347125, 97.271, 104.001, 10000.0, 1.2945604, 0.0003705, 15.0
1479419816.887363, 97.44, 104.212, 1000.0, 1.294928, 0.000219, 15.0
1479419864.63075, 98.087, 105.012, 100.0, 1.29526, 0.00023, 1.5
1479419875.182381, 98.23, 105.186, 10000.0, 1.294599, 0.000342, 15.0
1479419887.741066, 98.401, 105.392, 1000.0, 1.29496, 0.000222, 15.0
1479419935.464444, 99.055, 106.163, 100.0, 1.295372, 0.000146, 1.5
1479419945.976867, 99.2, 106.331, 10000.0, 1.29463, 0.0003243, 15.0
1479419958.509401, 99.372, 106.53, 1000.0, 1.294993, 0.000222, 15.0
1479420006.261551, 100.033, 107.277, 100.0, 1.295365, 0.000238, 1.5
1479420016.785371, 100.177, 107.44, 10000.0, 1.294651, 0.0003173, 15.0
1479420029.33481, 100.351, 107.633, 1000.0, 1.2950227, 0.0002188, 15.0
1479420077.059856, 101.008, 108.355, 100.0, 1.295347, 0.000258, 1.5
1479420087.629656, 101.154, 108.513, 10000.0, 1.2946868, 0.0002996, 15.0
1479420100.18519, 101.328, 108.7, 1000.0, 1.295057, 0.000224, 15.0
1479420147.920375, 101.989, 109.4, 100.0, 1.29555, 0.000253, 1.5
1479420158.437427, 102.135, 109.553, 10000.0, 1.294728, 0.000291, 15.0
1479420170.971007, 102.309, 109.734, 1000.0, 1.295091, 0.000222, 15.0
1479420218.70704, 102.974, 110.41, 100.0, 1.29544, 0.00036, 1.5
1479420229.217949, 103.121, 110.556, 10000.0, 1.294769, 0.000282, 15.0
1479420241.761781, 103.295, 110.73, 1000.0, 1.2951353, 0.0002257, 15.0
1479420289.497899, 103.96, 111.383, 100.0, 1.295481, 0.00025, 1.5
1479420300.00713, 104.107, 111.526, 10000.0, 1.294777, 0.000269, 15.0
1479420312.556654, 104.282, 111.695, 1000.0, 1.295144, 0.00023, 15.0
1479420360.302488, 104.947, 112.33, 100.0, 1.29561, 0.00023, 1.5
1479420370.821942, 105.093, 112.468, 10000.0, 1.2948138, 0.0002616, 15.0
1479420383.385042, 105.266, 112.633, 1000.0, 1.295176, 0.0002266, 15.0
1479420431.09381, 105.925, 113.251, 100.0, 1.295549, 0.000224, 1.5
1479420441.615042, 106.069, 113.385, 10000.0, 1.2948247, 0.0002608, 15.0
1479420454.15249, 106.242, 113.545, 1000.0, 1.295198, 0.000232, 15.0
1479420501.902464, 106.899, 114.148, 100.0, 1.295502, 0.000152, 1.5
1479420512.434614, 107.044, 114.28, 10000.0, 1.294856, 0.000251, 15.0
1479420524.968369, 107.216, 114.436, 1000.0, 1.295224, 0.000237, 15.0
1479420572.68529, 107.871, 115.024, 100.0, 1.295669, 0.000236, 1.5
1479420583.195458, 108.016, 115.152, 10000.0, 1.29487, 0.000254, 15.0
1479420595.686743, 108.187, 115.302, 1000.0, 1.295248, 0.00024, 15.0
1479420643.406267, 108.84, 115.873, 100.0, 1.295792, 0.000224, 1.5
1479420653.945366, 108.983, 115.998, 10000.0, 1.2948761, 0.0002528, 15.0
1479420666.465641, 109.155, 116.146, 1000.0, 1.295261, 0.000245, 15.0
1479420714.198982, 109.805, 116.706, 100.0, 1.295759, 0.000208, 1.5
1479420724.703626, 109.948, 116.828, 10000.0, 1.294883, 0.000245, 15.0
1479420737.231135, 110.117, 116.973, 1000.0, 1.295274, 0.000251, 15.0
1479420784.954523, 110.757, 117.522, 100.0, 1.29568, 0.00023, 1.5
1479420795.482127, 110.897, 117.642, 10000.0, 1.2948981, 0.0002507, 15.0
1479420808.024323, 111.066, 117.785, 1000.0, 1.29528967, 0.00025534, 15.0
1479420855.806128, 111.704, 118.325, 100.0, 1.29562, 0.00028, 1.5
1479420866.306416, 111.843, 118.442, 10000.0, 1.294901, 0.000243, 15.0
1479420878.825498, 112.011, 118.582, 1000.0, 1.295308, 0.000256, 15.0
1479420926.561237, 112.645, 119.113, 100.0, 1.29571, 0.00021, 1.5
1479420937.108551, 112.784, 119.228, 10000.0, 1.294911, 0.000243, 15.0
1479420949.634888, 112.95, 119.367, 1000.0, 1.295327, 0.000258, 15.0
1479420997.389428, 113.58, 119.889, 100.0, 1.295701, 0.000242, 1.5
1479421007.907921, 113.719, 120.002, 10000.0, 1.294919, 0.000242, 15.0
1479421020.466888, 113.884, 120.138, 1000.0, 1.295334, 0.000255, 15.0
1479421068.186738, 114.51, 120.648, 100.0, 1.2957, 0.00021, 1.5
1479421078.710672, 114.648, 120.76, 10000.0, 1.294927, 0.000241, 15.0
1479421091.270418, 114.811, 120.892, 1000.0, 1.29535, 0.000255, 15.0
1479421138.922012, 115.429, 121.395, 100.0, 1.29573, 0.00025, 1.5
1479421149.386484, 115.564, 121.505, 10000.0, 1.2949356, 0.0002421, 15.0
1479421161.895979, 115.724, 121.636, 1000.0, 1.29536, 0.000257, 15.0
1479421209.517028, 116.336, 122.133, 100.0, 1.295694, 0.000193, 1.5
1479421219.965588, 116.47, 122.242, 10000.0, 1.29494, 0.000242, 15.0
1479421232.415231, 116.629, 122.371, 1000.0, 1.2953743, 0.0002563, 15.0
1479421280.145933, 117.237, 122.863, 100.0, 1.29573, 0.00021, 1.5
1479421290.680636, 117.372, 122.972, 10000.0, 1.2949431, 0.0002498, 15.0
1479421303.174451, 117.531, 123.099, 1000.0, 1.295383, 0.000253, 15.0
1479421350.891825, 118.134, 123.587, 100.0, 1.29575, 0.000169, 1.5
1479421361.402079, 118.267, 123.694, 10000.0, 1.2949469, 0.0002473, 15.0
1479421373.959021, 118.425, 123.822, 1000.0, 1.295389, 0.0002523, 15.0
1479421421.693266, 119.026, 124.304, 100.0, 1.29573, 0.0002, 1.5
1479421432.193978, 119.159, 124.41, 10000.0, 1.294954, 0.000249, 15.0
1479421444.72703, 119.316, 124.536, 1000.0, 1.295399, 0.000246, 15.0
1479421492.475223, 119.913, 125.014, 100.0, 1.29585, 0.000146, 1.5
1479421503.02934, 120.044, 125.119, 10000.0, 1.2949563, 0.0002476, 15.0
1479421515.562858, 120.199, 125.243, 1000.0, 1.295398, 0.000242, 15.0
1479421563.312235, 120.787, 125.714, 100.0, 1.295644, 0.00011, 1.5
1479421573.856292, 120.917, 125.817, 10000.0, 1.29495, 0.000247, 15.0
1479421586.418723, 121.071, 125.94, 1000.0, 1.2954, 0.000245, 15.0
1479421634.130315, 121.655, 126.407, 100.0, 1.295586, 0.000171, 1.5
1479421644.657529, 121.784, 126.51, 10000.0, 1.2949537, 0.0002473, 15.0
1479421657.198066, 121.937, 126.631, 1000.0, 1.2954005, 0.0002413, 15.0
1479421704.931647, 122.518, 127.094, 100.0, 1.29571, 0.00013, 1.5
1479421715.473169, 122.645, 127.196, 10000.0, 1.294951, 0.000252, 15.0
1479421728.025336, 122.798, 127.317, 1000.0, 1.2954024, 0.0002443, 15.0
1479421775.770798, 123.375, 127.777, 100.0, 1.29585, 0.000233, 1.5
1479421786.313789, 123.502, 127.878, 10000.0, 1.294956, 0.00025, 15.0
1479421798.843327, 123.654, 127.998, 1000.0, 1.295399, 0.000229, 15.0
1479421846.601177, 124.227, 128.455, 100.0, 1.29572, 0.0001, 1.5
1479421857.117587, 124.353, 128.555, 10000.0, 1.294976, 0.000252, 15.0
1479421869.660888, 124.504, 128.674, 1000.0, 1.295413, 0.0002256, 15.0
1479421917.424028, 125.074, 129.128, 100.0, 1.29568, 0.00025, 1.5
1479421927.962022, 125.198, 129.228, 10000.0, 1.29497, 0.000254, 15.0
1479421940.535375, 125.347, 129.347, 1000.0, 1.295409, 0.000229, 15.0
1479421988.292615, 125.91, 129.798, 100.0, 1.295705, 0.000194, 1.5
1479421998.786714, 126.034, 129.897, 10000.0, 1.294964, 0.000249, 15.0
1479422011.276887, 126.18, 130.015, 1000.0, 1.295428, 0.000229, 15.0
1479422059.025947, 126.739, 130.46, 100.0, 1.29581, 0.00018, 1.5
1479422069.587633, 126.862, 130.559, 10000.0, 1.294985, 0.00026, 15.0
1479422082.121661, 127.009, 130.676, 1000.0, 1.295421, 0.000228, 15.0
1479422129.855596, 127.565, 131.119, 100.0, 1.29576, 0.00024, 1.5
1479422140.372453, 127.687, 131.217, 10000.0, 1.2949817, 0.0002584, 15.0
1479422152.920885, 127.833, 131.333, 1000.0, 1.2954165, 0.0002252, 15.0
1479422200.658723, 128.386, 131.774, 100.0, 1.29564, 0.00016, 1.5
1479422211.190667, 128.507, 131.871, 10000.0, 1.2949821, 0.0002568, 15.0
1479422223.767937, 128.652, 131.986, 1000.0, 1.295398, 0.000215, 15.0
1479422271.468519, 129.202, 132.425, 100.0, 1.29579, 0.00013, 1.5
1479422282.01836, 129.323, 132.522, 10000.0, 1.294971, 0.0002555, 15.0
1479422294.563686, 129.467, 132.637, 1000.0, 1.295398, 0.0002146, 15.0
1479422342.302697, 130.014, 133.073, 100.0, 1.295698, 0.000202, 1.5
1479422352.848499, 130.134, 133.168, 10000.0, 1.294977, 0.0002573, 15.0
1479422365.389079, 130.276, 133.283, 1000.0, 1.295402, 0.000218, 15.0
1479422413.120888, 130.816, 133.716, 100.0, 1.29569, 0.00021, 1.5
1479422423.660783, 130.935, 133.812, 10000.0, 1.294974, 0.000261, 15.0
1479422436.227837, 131.077, 133.926, 1000.0, 1.295393, 0.0002169, 15.0
1479422483.962049, 131.613, 134.357, 100.0, 1.295712, 0.000238, 1.5
1479422494.522397, 131.732, 134.452, 10000.0, 1.2949683, 0.0002557, 15.0
1479422507.043895, 131.872, 134.565, 1000.0, 1.29538, 0.000211, 15.0
