# This data file was created on Mon Mar 13 11:00:39 2017
# capacitor 2-19; sample GBA120; did second set of DC measurements and now warming up... Frequencies: 100Hz, 1000Hz, 10000Hz
Time [s], Temperature A [K], Temperature B [K], Capacitance [pF], Loss tangent, Voltage [V], Frequency [Hz], Time [s], Temperature A [K], Temperature B [K], Capacitance [pF], Loss tangent, Voltage [V], Frequency [Hz], Time [s], Temperature A [K], Temperature B [K], Capacitance [pF], Loss tangent, Voltage [V], Frequency [Hz]
1489190415.199578, 97.063000000000002, 75.930999999999997, 1.809674, 0.00027, 1.5, 100, 1489190367.6768479, 84.861000000000004, 75.924000000000007, 1.8087029999999999, 0.00059420000000000002, 15.0, 1000, 1489190355.2515039, 84.968999999999994, 75.923000000000002, 1.806705, 0.0020439999999999998, 15.0, 10000
1489190485.5707541, 112.057, 75.948999999999998, 1.81105, 0.00039199999999999999, 1.5, 100, 1489190438.019423, 102.465, 75.939999999999998, 1.8099970000000001, 0.00039199999999999999, 15.0, 1000, 1489190425.620492, 99.903999999999996, 75.935000000000002, 1.8093090000000001, 0.00052300000000000003, 15.0, 10000
1489190555.975173, 125.764, 75.966999999999999, 1.810745, 0.00031300000000000002, 1.5, 100, 1489190508.44028, 116.624, 75.956000000000003, 1.8101290000000001, 0.00052300000000000003, 15.0, 1000, 1489190496.0033841, 114.15000000000001, 75.953000000000003, 1.809458, 0.00031950000000000001, 15.0, 10000
1489190626.335264, 138.09800000000001, 75.989000000000004, 1.8094749999999999, 0.000223, 1.5, 100, 1489190578.7918251, 129.928, 75.974999999999994, 1.8095019999999999, 0.00051159999999999997, 15.0, 1000, 1489190566.3857269, 127.682, 75.966999999999999, 1.8087979999999999, 0.00036200000000000002, 15.0, 10000
1489190696.7456269, 149.24100000000001, 76.001000000000005, 1.8081480000000001, 0.00019900000000000001, 1.5, 100, 1489190649.1983221, 141.827, 75.989999999999995, 1.8082530000000001, 0.00048299999999999998, 15.0, 1000, 1489190636.7549529, 139.80799999999999, 75.984999999999999, 1.8077920000000001, 0.00034729999999999999, 15.0, 10000
1489190767.1228111, 159.297, 76.019000000000005, 1.806745, 0.000176, 1.5, 100, 1489190719.5920889, 152.62100000000001, 76.010000000000005, 1.8068843999999999, 0.00051290000000000005, 15.0, 1000, 1489190707.163552, 150.79400000000001, 75.998999999999995, 1.8065575, 0.00029930000000000001, 15.0, 10000
1489190837.4945149, 168.328, 76.036000000000001, 1.8055049999999999, 0.00019000000000000001, 1.5, 100, 1489190789.9752841, 162.34399999999999, 76.022999999999996, 1.80558, 0.00055639999999999997, 15.0, 1000, 1489190777.541472, 160.70699999999999, 76.019000000000005, 1.8052760000000001, 0.00027310000000000002, 15.0, 10000
1489190907.8585651, 176.43899999999999, 76.058000000000007, 1.8044210000000001, 0.00018100000000000001, 1.5, 100, 1489190860.324084, 171.05000000000001, 76.045000000000002, 1.8044089999999999, 0.00060139999999999998, 15.0, 1000, 1489190847.9022329, 169.584, 76.037000000000006, 1.804111, 0.00026499999999999999, 15.0, 10000
1489190978.2576849, 183.84800000000001, 76.069999999999993, 1.8035019999999999, 0.00021100000000000001, 1.5, 100, 1489190930.706811, 178.91900000000001, 76.060000000000002, 1.803377, 0.00065799999999999995, 15.0, 1000, 1489190918.284976, 177.58099999999999, 76.055999999999997, 1.8030619999999999, 0.00026689999999999998, 15.0, 10000
1489191048.6579299, 190.655, 76.090000000000003, 1.80257, 0.00020000000000000001, 1.5, 100, 1489191001.1143711, 186.12100000000001, 76.079999999999998, 1.8024659999999999, 0.00070299999999999996, 15.0, 1000, 1489190988.6862631, 184.89400000000001, 76.078999999999994, 1.8021450000000001, 0.00026499999999999999, 15.0, 10000
1489191119.0301299, 196.88999999999999, 76.105000000000004, 1.801836, 0.000203, 1.5, 100, 1489191071.495887, 192.73400000000001, 76.088999999999999, 1.8016719999999999, 0.00076630000000000003, 15.0, 1000, 1489191059.0632689, 191.607, 76.082999999999998, 1.8013298, 0.00026679999999999998, 15.0, 10000
1489191189.3902681, 202.62100000000001, 76.122, 1.801264, 0.000281, 1.5, 100, 1489191141.8519349, 198.80199999999999, 76.097999999999999, 1.8009630000000001, 0.00076199999999999998, 15.0, 1000, 1489191129.448951, 197.768, 76.103999999999999, 1.8005960000000001, 0.000272, 15.0, 10000
1489191259.779103, 207.87, 76.132999999999996, 1.800603, 0.00026200000000000003, 1.5, 100, 1489191212.241174, 204.386, 76.120000000000005, 1.8003210000000001, 0.00081099999999999998, 15.0, 1000, 1489191199.7960401, 203.43199999999999, 76.120000000000005, 1.7999579000000001, 0.00028009999999999998, 15.0, 10000
1489191330.153538, 212.65700000000001, 76.147000000000006, 1.800081, 0.00029799999999999998, 1.5, 100, 1489191282.62079, 209.45599999999999, 76.132000000000005, 1.799787, 0.00088800000000000001, 15.0, 1000, 1489191270.1951749, 208.595, 76.131, 1.799388, 0.00028729999999999999, 15.0, 10000
1489191400.5450161, 217.136, 76.162999999999997, 1.7996639999999999, 0.00032400000000000001, 1.5, 100, 1489191352.993504, 214.149, 76.147999999999996, 1.7993209999999999, 0.00086899999999999998, 15.0, 1000, 1489191340.574713, 213.34399999999999, 76.144000000000005, 1.7988930999999999, 0.00029530000000000002, 15.0, 10000
1489191470.9076841, 221.44, 76.168000000000006, 1.799231, 0.00034600000000000001, 1.5, 100, 1489191423.394733, 218.55500000000001, 76.161000000000001, 1.7988820000000001, 0.00090700000000000004, 15.0, 1000, 1489191410.9706571, 217.78399999999999, 76.162999999999997, 1.7984519999999999, 0.00029139999999999998, 15.0, 10000
